property_id,review_id
43511,1216
13131,1219
13960,1220
15850,2
16620,1224
41236,1225
29392,1227
7504,1229
7607,1230
45302,1231
13247,1233
47136,1234
5490,1236
16205,2991
18445,1237
47858,1238
36450,1240
40026,1242
31094,1243
11776,13888
2575,1244
41099,1245
33419,1246
35167,1250
35994,31387
7533,1251
33348,2
44449,1254
38244,8263
1899,1258
13334,1259
38117,2
21699,1261
26413,1263
32668,1264
2383,1266
10721,1267
873,1268
47708,1269
24093,2973
6573,36570
28636,1270
37025,1370
12707,1271
45609,1272
2896,1274
25034,1276
21566,1277
32494,1278
9926,1190
15008,1280
20835,1281
18160,1282
26364,1284
33567,1288
34121,1289
46250,1290
12161,1292
1951,1293
37191,19706
6766,1297
36533,1301
27364,1302
21230,1303
32857,1304
28169,1307
40104,1310
42007,1312
39539,1315
33588,1316
36803,1318
38499,1319
19231,1320
7959,2422
14875,1323
2020,1324
27588,1326
43104,1331
7314,1332
16485,1334
23030,1335
25575,1336
46068,1339
43156,1340
24794,2
36911,1344
46713,1346
36344,1347
2619,1348
40117,1349
9782,1350
4576,1352
22464,1353
9397,1354
40345,1357
4295,734
620,1359
17475,3416
1856,12903
32562,1360
17652,1362
45064,1364
42709,1365
4493,1366
8664,1367
24313,1371
31710,1438
5049,1439
40278,1440
6934,1441
46602,1442
5216,1589
24624,1608
35124,1756
27377,2325
47949,2552
47522,4357
5092,4377
5465,2
40353,4389
45745,4393
35466,4394
38116,4428
31942,4455
24507,4846
12849,5018
19181,5020
36790,5130
38090,5205
46539,5214
10062,5269
22064,5290
36586,5351
2553,5424
17910,5441
1762,2
12191,5929
32927,6699
26426,2
41900,7176
22373,7873
34235,7936
22869,11176
45800,11185
46460,12737
33225,14228
6743,15565
29244,2
5517,15875
46456,16059
8538,16942
18969,2
14277,2
33304,2
15951,2
34077,2
19244,2
16163,1373
6572,2
33639,1376
11162,2
8194,2
2456,1383
27759,1384
4129,1385
32054,1386
8596,1387
41785,2
1244,1389
30059,1390
37617,1391
14115,1392
10009,1393
16717,1278
16811,1399
42237,2328
16538,8444
39871,19088
40213,1400
38462,1401
39859,7791
23623,1403
41243,1406
17265,1407
210,1409
20293,1410
1862,1411
22896,11665
46757,1414
42697,9796
28843,1415
34419,1416
43822,6805
18610,16972
20725,1420
17627,5999
45479,1425
18988,1429
47170,1430
12237,1431
16862,1433
27926,1434
37750,1435
46877,1437
45061,1443
47672,1444
7262,1445
29291,1446
32078,1447
25272,1448
19138,1450
43063,1451
22090,1453
39037,1661
25841,1454
1213,1478
12019,1455
4823,1459
16792,1460
41688,1462
15489,1463
3343,1464
9985,1466
34943,1467
23679,1468
19145,1469
26787,1476
46416,1477
7142,1411
11607,2072
47880,1488
30338,10083
44531,1491
37989,2418
534,1493
40284,1494
48029,30453
14712,1497
34164,1498
43927,13977
24920,16961
10329,17614
48127,18166
17,1501
21140,1504
27975,1505
11021,1506
26964,1507
6765,13653
2294,31778
32009,1508
19137,1509
476,1510
23135,2265
15877,1512
14389,2
7156,1514
39587,1515
39134,1516
11718,1518
15628,1470
12657,1520
33123,14072
15630,1523
25092,14847
23773,1524
4271,3616
30116,1527
5757,1530
24571,1531
29962,1532
11754,1535
17183,1536
30418,2
47085,1537
33105,1539
46295,1556
9111,1557
43006,1541
9294,1866
13938,1543
12032,1544
38468,1548
26660,1549
39475,1550
38367,1551
19498,1554
41662,3698
33907,1559
24400,1648
7583,1562
20223,1564
12675,1566
4006,1739
17888,1568
20754,21907
18707,1569
1793,1571
41241,1573
5150,1574
36813,1575
29910,1577
30190,1578
23270,14843
35771,1579
38709,12924
9197,1581
45654,1585
44155,26404
46217,1591
34061,1593
12704,1595
48153,1597
41263,1598
45541,1599
23045,1604
40513,1605
27390,2125
45923,2126
14139,2127
17250,12139
18824,21546
23333,2
957,1609
28882,1610
27885,1611
29090,1612
18550,1613
5673,1615
38986,1616
12129,1617
8964,1619
33160,1620
8158,1621
34357,1622
10262,1627
6210,1628
44965,1630
45921,1632
29454,1634
24224,1635
42627,1636
31025,1638
2500,1639
17198,1640
47713,1641
22065,10653
11326,1642
40123,1644
5281,1197
26870,1651
2235,1652
37331,1653
36336,1654
28740,1656
43488,1657
5069,1658
23403,1665
13288,1666
1047,1667
45021,45607
33858,1670
1465,1671
14572,1672
6198,2
12875,1676
33632,1677
4526,1678
1639,1681
4235,1682
10581,1683
19519,1684
34011,2
39805,1686
24443,1687
44324,1695
34200,30188
14585,1697
44246,1698
38553,1699
44344,1702
20483,1703
10687,1704
18078,1705
22378,8955
45370,1707
21992,1708
29866,1709
34122,2632
36553,5370
12438,31361
23337,40207
22922,1712
25126,1713
27041,7290
21757,14514
5723,1716
8977,1718
37820,1720
46529,1721
21035,1722
44262,1723
12898,1724
31709,1726
7320,1728
12651,1730
43187,1731
11653,1732
36717,1733
29330,2
27644,1736
485,1738
5235,1741
36823,1745
9414,1746
20183,1749
18477,8711
39741,1751
20687,1844
42018,1753
40965,1754
21715,1755
28213,1757
47956,1758
17432,1759
33167,1761
669,1762
25009,1765
3688,1766
15992,1767
12549,1768
28184,1770
41399,1772
40369,1773
22028,2
39648,1779
40790,1780
5796,1783
1218,2130
4083,2308
32310,2655
4388,2775
45969,2874
9797,4111
30648,4984
28818,1784
4909,1787
20677,1788
745,1789
30064,1790
30169,1791
25385,1793
26271,5563
26837,1795
25537,1796
20229,1798
16102,1799
40414,1801
31253,1803
39317,1804
5559,14751
46619,1805
18666,1806
24369,1807
6173,1809
31775,1811
29250,1813
43783,1818
10491,1821
22588,1823
26253,1825
40818,1826
20281,1834
19015,1835
29303,1837
8952,1846
34243,1847
33145,1848
8584,10309
25147,1851
955,1853
25928,1854
7399,8921
32152,2
16834,2
27432,2
40855,1859
3225,1860
11003,2
7140,1862
12408,1863
26243,1864
46519,1867
20652,1868
41806,1869
4140,1872
4655,1873
48492,1874
33532,1875
39884,1876
2319,1879
26235,1880
35615,1882
13962,1883
20972,1885
41278,2
41140,1888
21270,1889
17487,2
34465,1891
25322,1893
24768,1894
10829,1895
34264,1900
37222,1902
24613,1903
35200,1904
29399,2
9435,1906
38178,1911
32839,1912
2650,1913
42353,1914
2990,1915
17401,1922
4778,1917
27838,1918
8667,2
35614,1920
35778,4867
43796,20525
17013,29071
45900,1921
33910,1924
14812,1925
8179,1926
29374,1928
800,2
34873,1931
1766,35183
1468,1936
21642,1938
22981,1941
4307,1942
39335,38334
44850,2
31620,1944
169,1946
28020,1947
42659,34256
4149,1948
31193,2
36796,1956
28759,1960
16002,1961
26942,1964
6075,1965
26593,1967
21366,1968
4956,1969
16257,1970
10144,1972
3045,1973
30881,24181
21442,1974
44595,1977
38078,1981
2010,1982
15744,1984
43209,1985
35294,1986
8228,1987
23460,1988
40183,1991
31233,5563
41266,27429
46146,1992
33703,1994
44925,1995
33906,1996
43765,1997
19712,2001
13319,2002
31815,2
36359,2005
10418,2008
43241,2009
21837,2858
28060,2011
47863,2015
46827,2016
42374,2018
38250,2020
20247,2022
43514,2023
8605,2528
34848,2028
46383,1753
15865,2030
34731,2032
29317,2033
10503,2034
29263,2035
10984,3513
43333,2036
6155,2039
24858,2040
35214,2041
36278,2042
17612,2043
41455,2047
41551,2052
167,5331
18528,2055
43598,2057
4973,29021
26946,2059
4159,2061
9695,2062
22564,2063
19984,2064
23702,2065
38377,2066
41383,19406
902,2067
13726,7188
48435,2071
23091,2073
37203,2074
27959,2075
13453,2076
399,2
29747,2078
35554,7182
11250,2079
836,2081
47612,2082
23510,2083
16786,2085
4470,2088
37733,2113
37232,2091
46972,2093
12196,2095
27401,2096
25052,42060
13516,2097
760,2100
28902,2101
22907,2102
2515,2103
8488,2104
22319,2105
26196,2107
37233,2108
18784,2109
26048,2
21176,2111
47416,2112
17885,2769
30106,18405
28540,2114
38501,3591
1319,2116
39377,2117
38052,2118
11567,2119
39199,2123
5589,2124
44252,2128
37376,2129
2277,10215
14215,2131
18714,2133
47579,2135
32710,2136
48005,2187
8665,39877
41479,2137
44920,2
33236,2138
47300,2139
36441,2
10763,2142
3843,2144
29984,2148
15776,2149
37672,2150
6007,2151
47115,10198
35756,2153
17074,2
13122,2155
23177,2157
20709,2158
23195,2160
42925,2166
16564,2169
37420,2170
17714,2172
3197,2175
12270,2
36339,2180
30815,2181
32157,2182
21771,2184
28594,2186
14556,2188
23863,21042
11981,24137
40994,2189
1359,6038
2025,2191
15829,2865
8293,2193
804,2194
42778,26366
32622,2199
27393,2202
1021,2204
9702,2630
17514,2206
4964,2209
48297,2210
35150,2211
45471,2
24327,2806
26978,2
6908,2214
32532,2216
21152,4736
20482,2
46070,2222
17837,2223
43108,2993
29957,2225
29474,2228
41956,2229
42736,2230
36268,2232
40243,2233
38518,14802
35542,2234
19588,2235
21545,12090
7448,2237
19033,2238
20755,2240
30382,2606
35218,2243
9773,2244
19975,2251
34643,27053
35067,2252
34017,2
31916,2257
8477,2258
29607,2259
14882,2
37453,2261
20775,2262
31980,2263
27350,2662
11774,2264
43642,2266
17941,2267
25947,2268
35068,2271
28293,2273
24528,1175
869,2277
1923,2278
40430,2282
27940,2283
42476,2860
34592,31405
32248,2290
36253,2293
40722,2294
20033,2296
23691,2300
11312,2301
26385,2302
30979,2303
46328,2306
4015,2309
2798,2310
19268,2311
41237,2
41559,2313
3802,2315
40640,2318
9493,2319
6724,2321
13407,2322
43542,2323
11851,5814
28340,2329
37430,2
14465,2330
40393,2334
37855,2336
19053,2337
1619,2338
44664,2339
11023,29784
3555,2342
39398,2343
9665,2344
40464,2347
43238,8499
28735,2352
19757,2353
899,2357
10258,2
3623,2360
6792,2362
21027,2363
13606,2364
3645,2367
21266,2368
35258,2371
11304,2372
14594,2374
45292,2376
28349,2378
12329,2379
14973,2381
22328,9508
5431,2385
30742,2386
6630,2387
35333,2388
4771,2389
23158,2391
32281,2392
2455,2397
12959,2398
743,2401
5880,2404
32766,2406
4095,2409
5436,2410
9917,2411
11178,8336
40190,2413
8032,2415
25706,2
42759,2419
40260,2421
3975,2
11434,2425
37881,2426
30326,2
10452,2429
13085,2430
8491,2431
12637,2434
616,29507
7586,2437
10199,2440
26179,39689
39145,2442
41401,2443
5622,2444
6143,2
9228,2449
349,2450
8238,2451
34944,2452
25365,2453
6086,6693
44112,2
16337,2457
8794,2459
4274,2462
9163,2464
32931,2469
1642,2470
45396,2
2925,13990
2932,2472
26796,2473
29356,2
28453,2476
9870,2478
12578,2
33398,2480
34782,2481
11241,2484
19702,2485
18534,2487
43403,1682
38103,2492
35751,2494
31596,2496
2095,2497
8886,2498
33290,2500
36223,2502
44757,2503
16487,2504
28755,2505
11323,2509
18965,2574
15492,34495
25288,2514
2212,2515
8607,2516
15623,2518
2760,2520
43273,2521
41003,2522
20759,2524
6624,2529
10878,2530
28727,2533
35766,2534
25475,2537
21607,2538
16568,2539
41866,2540
32912,2542
13685,2543
7062,2544
24980,2545
4600,2547
43794,3463
43242,4401
17766,5001
2464,5355
28095,6108
2436,2
43569,2549
8516,2
33445,2553
36662,2554
31780,2557
7416,2560
23123,2563
3027,5563
36953,2562
46861,2568
36884,2569
46754,2570
36485,2571
16097,2572
32181,2573
43086,2
28482,2578
4780,2965
17004,36726
27467,2580
8708,2590
18994,2584
15645,8132
3015,2586
17205,2587
13781,2588
18967,2592
42799,2596
31001,2600
5474,24479
9573,2602
15087,2607
10344,2678
38522,2717
4756,2750
25748,2816
20702,2862
1082,2960
3752,2266
39763,3142
21357,3271
22348,3423
4543,3492
48426,3494
24565,3520
748,3521
23527,2
41779,3700
7346,3722
35063,2
34003,3725
19827,3785
3485,3874
45232,3896
17644,3910
29658,3920
523,4120
12832,4125
8164,4219
31695,4230
8409,4351
5408,4381
46881,4406
26618,4690
24008,5002
25546,5104
8320,5827
28941,5866
23068,6585
47296,7136
35935,7164
26674,7264
36429,7448
13848,7512
15447,7544
38809,7629
29653,8360
9959,9191
6795,9982
10033,11498
19983,2
8511,22514
6800,8062
37044,2605
12602,2608
20252,2609
23258,2
46558,2
28608,2612
8679,2613
38967,2616
24389,5190
20131,2617
15264,2618
21062,2619
48354,16153
26192,2622
20380,2627
10247,2
34405,2629
5953,2631
32803,2634
47145,2
23782,2
12259,2636
19380,2639
32109,2644
22417,2645
4547,2647
1986,2650
4114,2653
39558,2654
25956,2656
613,2657
39432,2659
20377,2660
33353,2664
33818,2666
3470,2668
17291,2669
17199,2670
47659,2672
8321,2673
22828,2674
30957,2675
42344,2676
10679,2683
35710,2684
11904,4214
556,1385
18705,2688
34751,2689
27664,2690
30627,20023
38063,2692
21297,2693
24808,2694
20669,19014
2325,2695
22797,2702
42072,2705
4111,2706
10442,2707
31818,2708
22512,2713
47351,2714
43745,2716
13408,2718
15022,2719
28261,2721
13385,2724
42540,2725
39156,2726
45460,7451
42856,2727
28288,2730
44121,2731
18012,17799
34479,2735
17740,4187
18268,7625
47055,32129
46000,2736
33270,2737
21762,2738
3859,2739
18291,2740
44673,2741
11397,2742
13104,29412
22107,2745
32039,9900
33448,36344
5255,2749
30964,2751
2224,2752
24162,2753
41546,2754
37018,2756
9475,2757
19392,3084
11625,2758
20154,2759
15348,2760
43048,2761
7819,3971
37976,9529
12344,25966
13412,236
41644,2766
14013,2767
24078,2770
18197,2771
21146,2772
32652,2773
30111,2774
29534,2776
40572,2778
19090,2779
34763,2780
13352,21018
40529,2781
9896,2784
28903,2789
11828,2790
6678,2791
16020,2792
37641,2798
19719,2799
43708,1470
5228,2802
6823,2872
28300,2803
23316,2804
28088,2808
27732,2809
46605,2811
18638,2813
29771,2815
10775,2817
23896,2818
43868,2820
33286,2822
20028,2824
42015,2
42168,2
14780,8597
28065,2
43125,2829
23425,3926
19927,2832
42963,2833
21193,2835
4608,2836
13149,2837
9950,2838
44349,2839
18905,2840
39344,9919
18271,270
4116,2841
36070,2842
24205,2843
45174,2846
31915,2845
38028,2847
28260,2848
30980,2849
27869,2851
9749,2853
15046,7426
31261,2854
23825,2859
24853,2876
45426,2877
19773,2878
2871,3531
8226,4671
42187,5014
47604,5017
7300,5082
14675,5179
19094,5216
16959,5218
19252,5442
10669,5859
14846,6095
5339,6096
11196,6258
48308,6259
26420,7090
6380,7115
5029,7209
46221,6503
40758,7292
16091,7299
48390,7507
8270,7815
20918,8905
32760,10145
22104,10165
36333,10357
2605,11668
8557,14222
7152,14421
29505,14474
19579,17168
4861,17171
35411,17283
46037,17530
25518,17819
15833,2
39838,2864
38821,2866
4268,2867
8132,2868
15872,2870
21580,2871
27052,2873
18423,2875
1030,2881
19795,2
28102,31598
30271,2886
7799,18266
22201,32113
32196,35065
42840,2890
25511,4183
10358,2892
29636,6099
48129,2893
15179,2905
30145,2907
13724,2910
15060,23336
29893,2912
39643,2913
26448,31262
3065,2
44133,3153
34728,2921
36739,2923
31633,2924
851,2925
25649,2926
20100,2927
744,7702
16008,2930
20197,2933
33059,2937
40412,2938
40154,2987
5360,2940
155,30881
28599,2943
38604,2945
298,6289
29758,2946
752,2947
33686,2949
7835,2950
11087,2952
19504,2953
31965,2954
17760,2956
19653,2958
46909,2959
22477,2961
244,2962
47188,2967
988,2968
42579,4521
34372,11038
7041,2969
27310,2970
45198,2972
18292,2975
44980,38153
10310,2976
19848,2
4940,2981
25079,2984
8826,3284
43533,8745
39834,2986
8013,2993
9257,5258
8374,2995
22403,2997
29871,2999
22581,3000
34551,2
15913,3005
17409,3006
48400,3008
27395,3009
36568,3011
15758,3012
17439,3013
8851,2
38241,3017
36702,3018
24044,3019
26294,3020
19076,2
4183,3024
8803,3025
5739,3026
13061,3027
34855,3028
23056,3035
17782,3037
41447,3038
3566,5720
9530,3039
39533,3042
19836,3043
17581,28180
43141,3045
16602,8044
5130,3047
47048,3048
2689,3049
42560,2
35046,3055
45376,3056
1836,3057
3690,12552
27358,3059
36880,2
3659,2
6201,3064
12720,3065
33768,2
28783,2
8,3069
43654,3070
18429,3082
17390,3071
44774,3072
34711,15245
4844,3075
1053,3077
18399,3079
19259,3080
307,3081
34802,3083
39882,3085
24947,2
16759,3087
13504,3091
2063,3092
30053,3093
36331,3095
1405,3096
875,3097
23572,3098
11920,2
11811,3101
39330,3102
29278,3103
13227,3104
5825,3105
19832,3108
11514,3109
46583,2
8802,3111
47480,2
31139,3114
6324,3115
43564,3118
27561,3119
31186,3120
43650,23961
45636,2
40830,2
8536,2
23097,3129
16248,2
37110,3133
23119,3134
21203,3135
34695,3137
13381,3139
8118,3140
12488,3141
21032,3143
31137,3144
16529,3148
36848,3149
2999,3154
31221,7644
26035,3159
36540,2
38206,3161
16561,3163
17907,3164
39133,3165
6776,3167
5677,2
27110,3174
28308,23687
1262,2
40451,3176
17040,5656
23169,3177
39122,3179
32179,3181
2633,3183
19196,3184
2096,3185
47784,3186
27963,3188
24239,31868
43184,3189
45697,3491
6552,3192
13384,3193
8352,15914
3874,3194
6670,3196
41222,3201
4354,2296
22184,3203
36330,3204
25513,18579
31930,3205
21251,3206
5072,3208
2882,3209
44789,3210
46360,3923
5910,3211
4897,3212
6643,3213
31832,3214
8427,3215
15910,3217
24311,3221
43469,3222
28605,3223
6877,2
44391,3226
38458,3227
41888,3228
28299,3229
47012,2
12943,3231
20849,3232
1234,3233
43976,3235
34573,2
34190,3237
1411,3238
19667,3239
30982,3240
43274,1792
35776,3242
26588,3243
3432,3244
25055,3245
46088,3246
42200,3248
30263,10701
14457,3249
39365,2
10303,3251
27548,3252
46719,2
39733,3254
36804,3255
21390,3259
23969,3261
25502,2
20799,3265
12795,3268
38832,3269
21960,3272
22487,2
20026,2
7620,3277
19071,3278
41486,3279
15708,2
12304,3281
17742,3285
20019,3286
12626,2521
28781,3273
17831,3293
41841,3294
25895,2
28596,2
8422,3298
10843,2
37625,3300
35151,3301
20680,3302
41330,3304
26227,3305
19110,3306
43840,2
7107,3309
6418,3312
10583,3314
45557,3315
4801,5341
20207,3318
45005,3321
35760,3319
2609,3320
26927,3322
18336,3324
46743,3325
10028,2
17635,3328
33402,3329
31857,3330
3100,3331
19420,2
19868,2
47867,3336
33518,3337
28332,3338
42986,3119
882,2
30477,2
4424,2
48302,3345
63,3346
16952,3347
44454,2
43810,3350
16443,3351
20705,5194
10718,3354
31178,3355
30606,3356
13461,3358
9709,3359
14451,3360
6540,3362
31029,3363
15650,3365
47030,42675
36955,3366
5276,2
12246,2
34354,3372
46717,3374
24948,2
33441,3378
36381,3028
36746,2
40290,3382
40725,3383
26037,2
30236,3386
38693,3387
14133,2
40940,3389
13165,3390
12088,3391
40389,6390
25677,3395
39476,2
5729,3399
44811,3400
36373,30166
32615,6999
43860,37670
38969,22591
9351,42100
1225,3403
9473,3406
4799,2
32892,3413
25635,3414
3132,21322
41127,3418
24978,2
30270,3421
16136,2
38800,3425
27855,3426
20530,3427
24140,3428
29397,3429
26627,3430
9096,3432
33453,8819
18449,3433
41566,3434
18072,3435
1178,3436
20317,3273
32270,3440
11897,3441
19842,2
40574,3445
34248,3446
15496,3448
21219,2
26874,3450
46112,3451
25991,3452
47914,2
5284,3455
18717,3456
13756,3457
9287,3458
17752,2
