property_id,host_id
31337,12014
32836,16338
7075,31289
8408,28603
6211,1662
29676,4238
26952,3227
40222,30030
9556,12475
2107,3616
22384,3616
40453,3616
16394,26009
29123,24767
35185,15440
37104,15440
31458,32783
48220,32776
20498,21501
5195,16600
43231,2968
24539,30536
1320,20949
41022,36044
2818,2162
8046,4950
8515,29390
3706,27316
18135,1214
18603,2944
32577,9871
214,4691
21114,15511
15201,11509
34146,30107
44716,7373
5734,25879
35881,25879
2041,23235
16513,4589
41625,16535
22647,21951
27147,33219
16158,1540
12091,925
2709,10453
20696,22813
41480,15514
4094,28480
47657,18269
37727,20250
22,26479
26523,20849
39577,22279
7980,23886
21443,35771
16182,33512
35474,16993
34919,22344
32453,34920
14028,13129
1342,23156
5743,54
27535,22163
22725,8753
41882,30329
28744,29004
20736,11457
20660,15382
19710,17547
42990,11770
47275,6842
22172,4596
34771,25384
4036,28200
10876,29185
41337,6696
28937,10006
26343,33595
19454,8796
5893,8796
7489,15687
41110,5770
28350,25138
23602,25138
16618,25138
23838,25138
16311,25138
16502,25138
8889,25138
17433,25138
21646,17011
47316,6542
28868,21870
32391,6092
31042,25152
10800,25152
12309,26185
33880,31818
2545,4505
26646,18847
16534,30854
16888,22652
4,3050
47237,27874
14095,34504
4256,31897
33053,26709
299,2291
30210,6179
29235,20352
36654,24966
41496,31393
24751,23479
19808,4816
34233,18220
14320,190
22127,30878
22989,19776
8575,16372
18198,22777
48343,34496
25021,23097
7891,23097
42832,9174
16107,3419
37524,3419
23778,29631
670,34125
14047,28268
30080,351
97,14239
42550,1016
6240,27076
18199,27076
32588,14550
36984,3206
30934,22531
38692,36220
11637,16862
43923,5128
4822,33895
21704,10005
13840,10005
18228,16729
39873,13585
34883,35761
44513,1541
22144,23990
34562,33658
47614,15865
13008,3989
31943,22941
45765,19909
35921,26929
13847,36181
35210,22824
43666,9388
20575,9388
14756,9388
9531,19748
25482,11289
42296,7494
33175,7494
9764,7494
38331,8638
34554,31322
18354,30508
32788,1205
29421,27848
38364,10407
38467,30663
38021,17554
10973,12096
41807,4918
468,2572
13703,18730
41175,37166
22921,4181
31043,33999
15967,33999
9778,21092
35964,15305
46247,15305
31046,15305
32240,15305
19960,23474
4812,33497
1730,4626
32428,20526
22475,14987
345,26768
15928,26768
11526,6627
20697,18148
16926,2764
9167,27435
4164,1247
43592,32699
40002,20009
42314,12282
36656,21641
28167,22917
21330,23913
32418,3897
41720,3897
23458,3897
392,18291
34577,18291
43398,13147
31378,30091
44234,15348
27804,36828
25418,10553
41164,13004
18629,26307
12112,26047
12401,12866
38317,13431
42945,34702
6653,5985
4284,6511
32921,23350
42347,23350
39768,23350
35240,23350
28464,23350
36736,24544
13988,21251
1004,9343
9577,9226
4734,23434
17571,22137
24988,420
44672,32695
32492,22922
14757,6444
1223,9918
17964,17816
18054,29302
729,11208
36634,4451
8329,10098
26996,10098
28519,22235
25883,35778
13139,23138
48293,14600
27853,21929
30532,28499
47473,15410
43476,14050
47710,8697
44502,20508
17779,27405
17349,36733
43581,5210
39339,18920
44498,21205
41097,27641
8065,10660
15994,10660
32738,9428
6047,14147
27529,32917
45416,21459
1157,9873
38517,5178
15240,5046
42634,3521
47970,3521
8789,32287
41680,5735
2097,29007
46851,1663
8787,1687
26653,21022
11523,8751
15353,1650
30529,22759
22690,16096
16597,24551
37859,1320
1280,10530
8505,15208
20148,16956
40526,1605
40098,32709
25587,16316
37613,20263
33584,27790
10988,31294
34503,28699
22069,18287
18774,12643
34045,12643
28396,36094
41320,9885
32787,19454
4337,24796
36857,11539
10298,14883
18499,14883
24907,2517
5052,16227
16197,16227
41967,16227
10353,16227
34981,16227
20925,16227
34056,16227
30848,16227
41472,16227
37334,19176
25857,5107
2590,25903
14891,4972
21804,23884
14034,33416
18823,12961
38557,24043
38732,6755
31163,20216
34717,27235
25661,9472
46232,9360
41814,17722
10489,33121
42968,23252
19634,27787
34298,16838
37088,32507
13375,21144
15859,31244
10633,33630
42964,33630
34283,33630
17236,33630
46722,23821
30732,9930
25549,30040
7867,31325
8906,6216
107,12352
4633,7427
5808,3044
11894,27492
30597,5589
8901,9590
25101,9590
16605,9590
43554,26787
42005,5503
47968,26263
17761,47
2762,35633
29726,30118
18588,2343
9984,2343
42755,23302
38263,1478
23694,2257
45138,27546
46762,27546
9227,8542
41664,15543
48090,22443
46732,21856
15545,21030
34075,7973
40702,28197
30200,28689
8704,13589
19559,3366
10223,31529
40302,37086
47412,37072
32251,34561
9934,28318
5501,28318
18298,6792
38592,15252
26779,29430
18769,8669
35206,6727
16059,1796
12034,32423
10158,10090
37712,18986
4366,35716
28359,35716
23832,16429
28674,29587
14085,29587
43286,16624
29209,16624
13776,16624
35991,33842
47019,33842
30913,27862
40426,13084
40110,24022
33941,17429
19227,17429
19163,17429
23668,17429
45214,22076
21066,37096
39175,18803
18778,12633
7562,11210
12174,11210
30480,34525
16735,1197
32284,11481
44778,20534
30377,34189
39224,3269
9630,14342
29406,28984
29858,11758
48306,27330
2418,16633
26755,24675
20501,8388
12525,14347
40912,26523
1537,33640
23296,2049
46098,18584
1996,22125
26080,34940
10570,15899
1763,5239
5982,25367
46107,6694
14362,15026
35113,17407
15226,24372
302,9932
39058,22484
13663,4349
445,23901
20868,24944
23172,17062
23577,3512
44236,24180
3322,24180
26765,19990
41489,1457
14676,26247
40726,9909
34196,26075
10884,29642
3181,22716
30950,8039
19774,8315
5955,16370
25485,21108
32546,24669
2566,10020
40528,24228
29597,30041
12150,28287
21678,10839
20282,25947
6235,11562
20095,19279
12391,16114
17563,9240
11595,9240
31657,9240
15962,9240
30703,9240
42803,9240
34678,21318
13091,20192
45918,19932
27097,26913
10085,25431
11862,3553
10150,3128
38489,3128
20144,9362
6980,2084
48376,2084
29491,2084
34951,2084
41591,2084
32949,2084
12324,2084
42125,29168
5464,9491
35127,13293
42592,4
28059,4315
13737,31406
14092,2999
2904,19560
41249,19560
14931,698
14807,26288
3199,19696
12325,19545
24009,8295
35687,962
23047,21121
39568,18535
27315,13941
23248,409
43003,26380
31604,26380
16696,3968
42643,25729
39157,31980
41277,10278
44603,34678
30718,35408
14256,22008
39064,22311
17222,22388
4806,1864
16128,30958
1910,12792
32049,121
3641,22354
29228,9990
47669,19419
6704,18618
22120,218
46379,19272
18331,17334
16017,27784
34642,35228
32149,18222
9462,11555
35618,17070
33161,2814
18169,36719
21690,8299
19965,22594
36940,2408
21315,30913
47376,25663
25982,32592
15556,26601
39316,3409
12511,19409
26673,19409
14464,19409
25809,18229
46518,17253
38238,20700
42997,12329
45448,23713
45375,10439
6401,33745
6361,11134
27600,7011
43511,752
13131,8641
13960,6159
15850,23132
16620,2200
41236,3772
29392,35573
7504,22973
7607,14415
45302,9417
13247,4422
47136,19826
5490,9621
16205,9621
18445,15082
47858,28964
36450,23012
40026,23932
31094,14563
11776,14563
2575,31616
41099,3226
33419,25767
35167,1069
35994,1069
7533,8438
33348,10814
44449,23670
38244,23338
1899,26328
13334,30402
38117,32892
21699,5187
26413,15924
32668,20434
2383,24128
10721,23117
873,931
47708,14361
24093,14361
6573,14361
28636,11211
37025,11211
12707,20071
45609,21228
2896,13026
25034,2925
21566,33129
32494,30142
9926,35420
15008,21448
20835,25919
18160,8193
26364,7870
33567,2317
34121,30394
46250,16784
12161,14908
1951,31305
37191,24886
6766,34795
36533,26526
27364,139
21230,7262
32857,32086
28169,17265
40104,28080
42007,14457
39539,21607
33588,34531
36803,24522
38499,7794
19231,31207
7959,31207
14875,26292
2020,6877
27588,25110
43104,36090
7314,21244
16485,26403
23030,23514
25575,15750
46068,10365
43156,30344
24794,34235
36911,31130
46713,12115
36344,17291
2619,26893
40117,26858
9782,25032
4576,2948
22464,277
9397,31218
40345,24193
4295,19780
620,34710
17475,34710
1856,34710
32562,28293
17652,27472
45064,24019
42709,33135
4493,13465
8664,5701
24313,29000
31710,29000
5049,29000
40278,29000
6934,29000
46602,29000
5216,29000
24624,29000
35124,29000
27377,29000
47949,29000
47522,29000
5092,29000
5465,29000
40353,29000
45745,29000
35466,29000
38116,29000
31942,29000
24507,29000
12849,29000
19181,29000
36790,29000
38090,29000
46539,29000
10062,29000
22064,29000
36586,29000
2553,29000
17910,29000
1762,29000
12191,29000
32927,29000
26426,29000
41900,29000
22373,29000
34235,29000
22869,29000
45800,29000
46460,29000
33225,29000
6743,29000
29244,29000
5517,29000
46456,29000
8538,29000
18969,29000
14277,29000
33304,29000
15951,29000
34077,29000
19244,29000
16163,28210
6572,11861
33639,22948
11162,15139
8194,22393
2456,26681
27759,20270
4129,16150
32054,958
8596,3009
41785,28926
1244,7201
30059,24954
37617,5844
14115,35395
10009,4358
16717,2740
16811,29070
42237,29070
16538,29070
39871,29070
40213,30957
38462,15642
39859,13057
23623,28439
41243,22089
17265,32049
210,22236
20293,3248
1862,5374
22896,22944
46757,9625
42697,9625
28843,33213
34419,12784
43822,12784
18610,12784
20725,14546
17627,14546
45479,7833
18988,19144
47170,5151
12237,5006
16862,15686
27926,30185
37750,16278
46877,26214
45061,32628
47672,18729
7262,13055
29291,26776
32078,35354
25272,5673
19138,35038
43063,6766
22090,10788
39037,10788
25841,13728
1213,13728
12019,2831
4823,3352
16792,12782
41688,19870
15489,34947
3343,2779
9985,26552
34943,33805
23679,13388
19145,28756
26787,36096
46416,31355
7142,17400
11607,11923
47880,14421
30338,14421
44531,36972
37989,36972
534,28785
40284,24082
48029,26066
14712,34565
34164,34565
43927,34565
24920,34565
10329,34565
48127,34565
17,24157
21140,11870
27975,2076
11021,29216
26964,13213
6765,13213
2294,13213
32009,2717
19137,34248
476,323
23135,28452
15877,31816
14389,31816
7156,2592
39587,21099
39134,28521
11718,29046
15628,14932
12657,37076
33123,11665
15630,13405
25092,13405
23773,32907
4271,12560
30116,6154
5757,1896
24571,11033
29962,31113
11754,18737
17183,1804
30418,1804
47085,27031
33105,29551
46295,29551
9111,29551
43006,1522
9294,1522
13938,21322
12032,11887
38468,34075
26660,1550
39475,4006
38367,4865
19498,14562
41662,14562
33907,30444
24400,23403
7583,25607
20223,10201
12675,12662
4006,1257
17888,20837
20754,20837
18707,34418
1793,22028
41241,3877
5150,32781
36813,36520
29910,12813
30190,11519
23270,11519
35771,11909
38709,33439
9197,34735
45654,23528
44155,17898
46217,20694
34061,30552
12704,15876
48153,29338
41263,26352
45541,19130
23045,34948
40513,34948
27390,34948
45923,34948
14139,34948
17250,34948
18824,34948
23333,34948
957,17341
28882,28941
27885,17827
29090,15002
18550,14142
5673,12931
38986,28716
12129,12290
8964,14349
33160,6907
8158,20112
34357,31755
10262,17549
6210,35158
44965,489
45921,19385
29454,20668
24224,17229
42627,22639
31025,31792
2500,2009
17198,4327
47713,25372
22065,25372
11326,26168
40123,34097
5281,7244
26870,35964
2235,16716
37331,12184
36336,9285
28740,10299
43488,30728
5069,16168
23403,25974
13288,6379
1047,15772
45021,15772
33858,34290
1465,1391
14572,5851
6198,34034
12875,31878
33632,27977
4526,33591
1639,24596
4235,17175
10581,4974
19519,21143
34011,10556
39805,5221
24443,19874
44324,14986
34200,14986
14585,2275
44246,24404
38553,32646
44344,36247
20483,7465
10687,657
18078,1137
22378,20364
45370,4592
21992,25204
29866,14445
34122,14445
36553,14445
12438,14445
23337,14445
22922,15588
25126,20032
27041,20032
21757,20032
5723,29562
8977,31492
37820,14375
46529,8766
21035,36272
44262,2455
12898,10072
31709,15374
7320,5507
12651,2081
43187,6618
11653,30227
36717,35257
29330,29972
27644,11009
485,18337
5235,1393
36823,4969
9414,32874
20183,36512
18477,36512
39741,25482
20687,25482
42018,11084
40965,34440
21715,32261
28213,19009
47956,20385
17432,20448
33167,15336
669,2706
25009,23071
3688,4560
15992,30954
12549,10850
28184,23452
41399,4203
40369,32937
22028,12274
39648,5398
40790,21850
5796,23344
1218,23344
4083,23344
32310,23344
4388,23344
45969,23344
9797,23344
30648,23344
28818,33119
4909,4787
20677,33773
745,35850
30064,18478
30169,33557
25385,20838
26271,20838
26837,5699
25537,32298
20229,22555
16102,9544
40414,25872
31253,25028
39317,32888
5559,32888
46619,23481
18666,17487
24369,34293
6173,9090
31775,29655
29250,21274
43783,33023
10491,7940
22588,34953
26253,4947
40818,23272
20281,31728
19015,5065
29303,12653
8952,27962
34243,1860
33145,13556
8584,16045
25147,21468
955,10609
25928,6687
7399,33914
32152,33914
16834,1997
27432,21894
40855,8301
3225,11446
11003,24013
7140,36176
12408,24415
26243,10358
46519,5531
20652,12768
41806,18779
4140,4174
4655,31253
48492,31730
33532,11454
39884,22187
2319,25254
26235,13797
35615,832
13962,27410
20972,9732
41278,33378
41140,12540
21270,22505
17487,31472
34465,28172
25322,5629
24768,28386
10829,36174
34264,3742
37222,5227
24613,6508
35200,31786
29399,519
9435,3665
38178,32418
32839,9350
2650,7911
42353,30255
2990,36199
17401,2461
4778,25548
27838,17034
8667,20955
35614,22918
35778,22918
43796,22918
17013,22918
45900,20521
33910,16233
14812,217
8179,20652
29374,30761
800,26830
34873,15398
1766,30904
1468,6058
21642,2862
22981,19397
4307,36037
39335,36037
44850,36037
31620,33807
169,26041
28020,36489
42659,36489
4149,7332
31193,17308
36796,27758
28759,18708
16002,13049
26942,18358
6075,29169
26593,29521
21366,22015
4956,26698
16257,26974
10144,15732
3045,31101
30881,31101
21442,12660
44595,5750
38078,31575
2010,18888
15744,24589
43209,14648
35294,25035
8228,19811
23460,9787
40183,18062
31233,18062
41266,18062
46146,36681
33703,30990
44925,18849
33906,2743
43765,7750
19712,8435
13319,6446
31815,18272
36359,15439
10418,13181
43241,17630
21837,20721
28060,15911
47863,4844
46827,33808
42374,36633
38250,35519
20247,18100
43514,10815
8605,4279
34848,23820
46383,33460
15865,1207
34731,5068
29317,24666
10503,5814
29263,5546
10984,5546
43333,14003
6155,7225
24858,15569
35214,20803
36278,31841
17612,3451
41455,35015
41551,17551
167,17551
18528,23105
43598,30020
4973,30020
26946,14913
4159,1215
9695,13298
22564,3978
19984,10001
23702,34547
38377,4588
41383,4588
902,13755
13726,17383
48435,28966
23091,29309
37203,15668
27959,4774
13453,14852
399,14852
29747,5162
35554,5162
11250,5456
836,28917
47612,14235
23510,16393
16786,1790
4470,19077
37733,19077
37232,5032
46972,20213
12196,29084
27401,25993
25052,25993
13516,35502
760,22334
28902,27114
22907,13302
2515,3578
8488,11565
22319,20020
26196,16928
37233,26271
18784,13348
26048,27886
21176,19314
47416,33430
17885,33430
30106,33430
28540,26154
38501,26154
1319,8848
39377,16417
38052,18026
11567,24032
39199,8238
5589,5778
44252,29183
37376,17844
2277,17844
14215,13829
18714,24530
47579,35161
32710,17164
48005,17164
8665,17164
41479,16100
44920,16100
33236,28267
47300,19294
36441,19294
10763,33403
3843,19940
29984,36951
15776,20672
37672,15142
6007,33889
47115,16062
35756,23230
17074,6941
13122,12457
23177,28229
20709,9941
23195,1259
42925,18188
16564,27815
37420,7999
17714,6628
3197,25223
12270,28949
36339,16554
30815,31888
32157,3016
21771,21884
28594,13286
14556,36439
23863,36439
11981,36439
40994,12466
1359,12466
2025,9954
15829,9954
8293,7513
804,32555
42778,30290
32622,29788
27393,2355
1021,94
9702,94
17514,865
4964,11750
48297,25445
35150,5138
45471,29208
24327,29208
26978,29208
6908,36726
32532,28687
21152,28687
20482,19635
46070,23530
17837,27955
43108,27955
29957,6656
29474,26958
41956,27407
42736,12258
36268,2482
40243,28091
38518,28091
35542,30738
19588,30738
21545,8664
7448,33009
19033,29468
20755,7281
30382,13767
35218,27654
9773,16583
19975,15727
34643,15727
35067,14265
34017,22567
31916,28202
8477,9968
29607,25272
14882,14081
37453,19219
20775,33904
31980,8040
27350,8040
11774,26729
43642,9539
17941,29398
25947,18250
35068,4414
28293,22439
24528,30712
869,11882
1923,4958
40430,29091
27940,12355
42476,36114
34592,36114
32248,1183
36253,27843
40722,32612
20033,36929
23691,21998
11312,36939
26385,20300
30979,5011
46328,32816
4015,4854
2798,7755
19268,27884
41237,27427
41559,31813
3802,7467
40640,36815
9493,14752
6724,28175
13407,15855
43542,19662
11851,32281
28340,5999
37430,5999
14465,21262
40393,29573
37855,7250
19053,28337
1619,5891
44664,36333
11023,36333
3555,31233
39398,35668
9665,9619
40464,21909
43238,7450
28735,8455
19757,574
899,20572
10258,22989
3623,4357
6792,12228
21027,4518
13606,24639
3645,690
21266,6195
35258,27883
11304,28655
14594,8701
45292,417
28349,17032
12329,24165
14973,10745
22328,22112
5431,13408
30742,20093
6630,15881
35333,10869
4771,17224
23158,1951
32281,31571
2455,76
12959,25623
743,22590
5880,15081
32766,34413
4095,20984
5436,12930
9917,5498
11178,5498
40190,21184
8032,15525
25706,15525
42759,5816
40260,33719
3975,16488
11434,3253
37881,17618
30326,4880
10452,6844
13085,30368
8491,24107
12637,31687
616,36446
7586,6405
10199,8975
26179,8705
39145,28073
41401,7567
5622,20379
6143,29915
9228,26642
349,7660
8238,29554
34944,16334
25365,12080
6086,12568
44112,36922
16337,35584
8794,8131
4274,27828
9163,13402
32931,19265
1642,17520
45396,17520
2925,17520
2932,23020
26796,14489
29356,7858
28453,18722
9870,2093
12578,15415
33398,7226
34782,21903
11241,21935
19702,32794
18534,5033
43403,17273
38103,26899
35751,793
31596,9772
2095,28262
8886,35109
33290,19894
36223,8169
44757,14921
16487,4939
28755,1750
11323,807
18965,12769
15492,12769
25288,36241
2212,27504
8607,19195
15623,17974
2760,23515
43273,10420
41003,6259
20759,21963
6624,31018
10878,24467
28727,11388
35766,24735
25475,24878
21607,2897
16568,10233
41866,22315
32912,33711
13685,4404
7062,22879
24980,7116
4600,36408
43794,36408
43242,36408
17766,36408
2464,36408
28095,36408
2436,22438
43569,35534
8516,30370
33445,11090
36662,34473
31780,4339
7416,29380
23123,29380
3027,29380
36953,31805
46861,3523
36884,21249
46754,29953
36485,29335
16097,21534
32181,2584
43086,10925
28482,30409
4780,30409
17004,30409
27467,26923
8708,15995
18994,19263
15645,8706
3015,27489
17205,727
13781,16456
18967,23237
42799,5403
31001,7732
5474,22977
9573,19204
15087,19204
10344,19204
38522,19204
4756,19204
25748,19204
20702,19204
1082,19204
3752,19204
39763,19204
21357,19204
22348,19204
4543,19204
48426,19204
24565,19204
748,19204
23527,19204
41779,19204
7346,19204
35063,19204
34003,19204
19827,19204
3485,19204
45232,19204
17644,19204
29658,19204
523,19204
12832,19204
8164,19204
31695,19204
8409,19204
5408,19204
46881,19204
26618,19204
24008,19204
25546,19204
8320,19204
28941,19204
23068,19204
47296,19204
35935,19204
26674,19204
36429,19204
13848,19204
15447,19204
38809,19204
29653,19204
9959,19204
6795,19204
10033,19204
19983,19204
8511,19204
6800,21379
37044,18648
12602,28644
20252,13690
23258,36649
46558,13070
28608,21361
8679,36848
38967,902
24389,902
20131,5967
15264,64
21062,11647
48354,11647
26192,308
20380,29448
10247,9217
34405,34434
5953,7918
32803,22081
47145,22081
23782,9333
12259,7282
19380,31174
32109,1287
22417,25739
4547,14518
1986,6470
4114,23120
39558,2246
25956,8686
613,3721
39432,12008
20377,22778
33353,11359
33818,5797
3470,2693
17291,14708
17199,11344
47659,36914
8321,16544
22828,22489
30957,31368
42344,19956
10679,9075
35710,27601
11904,27601
556,27601
18705,11552
34751,17973
27664,5702
30627,31182
38063,28212
21297,22520
24808,34499
20669,34499
2325,34375
22797,23277
42072,9400
4111,3154
10442,23688
31818,27725
22512,734
47351,29566
43745,22451
13408,29588
15022,31281
28261,29495
13385,11450
42540,5574
39156,1402
45460,1402
42856,12239
28288,8419
44121,25150
18012,11428
34479,21745
17740,21745
18268,21745
47055,21745
46000,10429
33270,34801
21762,1887
3859,17135
18291,17446
44673,3066
11397,10247
13104,23457
22107,36700
32039,36700
33448,14961
5255,32231
30964,25697
2224,13918
24162,31557
41546,36648
37018,25101
9475,16612
19392,16612
11625,24984
20154,1729
15348,18783
43048,6563
7819,6563
37976,6563
12344,6563
13412,6563
41644,26151
14013,12825
24078,20763
18197,19080
21146,14699
32652,9202
30111,20631
29534,33586
40572,34384
19090,13563
34763,19185
13352,19185
40529,18970
9896,31212
28903,13752
11828,32492
6678,19285
16020,18322
37641,21394
19719,19260
43708,11022
5228,19538
6823,19538
28300,5258
23316,7284
28088,3831
27732,1195
46605,7538
18638,16976
29771,32016
10775,25753
23896,33381
43868,6152
33286,18054
20028,25590
42015,10367
42168,10367
14780,10367
28065,10367
43125,36661
23425,33697
19927,18797
42963,19691
21193,25782
4608,30592
13149,31076
9950,25976
44349,36926
18905,418
39344,418
18271,418
4116,4809
36070,20349
24205,17057
45174,17057
31915,13186
38028,18517
28260,18851
30980,16666
27869,25499
9749,9756
15046,9756
31261,20459
23825,26019
24853,26019
45426,26019
19773,26019
2871,26019
8226,26019
42187,26019
47604,26019
7300,26019
14675,26019
19094,26019
16959,26019
19252,26019
10669,26019
14846,26019
5339,26019
11196,26019
48308,26019
26420,26019
6380,26019
5029,26019
46221,26019
40758,26019
16091,26019
48390,26019
8270,26019
20918,26019
32760,26019
22104,26019
36333,26019
2605,26019
8557,26019
7152,26019
29505,26019
19579,26019
4861,26019
35411,26019
46037,26019
25518,26019
15833,7584
39838,12840
38821,32133
4268,1283
8132,35471
15872,10890
21580,28840
27052,9426
18423,9605
1030,18252
19795,8956
28102,11518
30271,15776
7799,30687
22201,30687
32196,30687
42840,19765
25511,19765
10358,24320
29636,24320
48129,30986
15179,14164
30145,22861
13724,30629
15060,30629
29893,4013
39643,30069
26448,19913
3065,12391
44133,31053
34728,14055
36739,18167
31633,33703
851,24195
25649,11370
20100,37209
744,37209
16008,5475
20197,5728
33059,26647
40412,7635
40154,7635
5360,379
155,2272
28599,34704
38604,36212
298,36212
29758,25928
752,20752
33686,25141
7835,4933
11087,27346
19504,33462
31965,32998
17760,15997
19653,14725
46909,2933
22477,4605
244,8383
47188,4227
988,11487
42579,11487
34372,11487
7041,4151
27310,34912
45198,35895
18292,30559
44980,30559
10310,22159
19848,13265
4940,18157
25079,429
8826,429
43533,35406
39834,19158
8013,6325
9257,31973
8374,32274
22403,32912
29871,36305
22581,5921
34551,16944
15913,26368
17409,19074
48400,9726
27395,2630
36568,15942
15758,3815
17439,25815
8851,4772
38241,5360
36702,14232
24044,27551
26294,9858
19076,10781
4183,22780
8803,20354
5739,24907
13061,36395
34855,12447
23056,28611
17782,243
41447,6399
3566,6399
9530,22664
39533,14248
19836,172
17581,172
43141,15319
16602,15319
5130,10675
47048,36579
2689,2142
42560,8530
35046,15201
45376,32189
1836,5578
3690,5578
27358,31903
36880,29336
3659,3681
6201,30828
12720,1956
33768,9513
28783,1133
8,18422
43654,35521
18429,35521
17390,29382
44774,6596
34711,6596
4844,16969
1053,19775
18399,3513
19259,18559
307,19634
34802,35603
39882,21450
24947,25114
16759,3889
13504,2223
2063,34188
30053,34193
36331,35656
1405,3866
875,35886
23572,22188
11920,17274
11811,11605
39330,33582
29278,492
13227,1568
5825,7207
19832,2798
11514,3029
46583,8741
8802,17471
47480,22582
31139,18414
6324,7530
43564,4753
27561,26188
31186,24805
43650,24805
45636,9620
40830,34328
8536,9158
23097,20374
16248,16943
37110,30570
23119,16959
21203,10116
34695,25706
13381,32704
8118,2467
12488,20497
21032,22636
31137,19018
16529,12804
36848,25730
2999,5617
31221,18440
26035,35450
36540,13804
38206,17856
16561,3389
17907,12933
39133,24703
6776,34581
5677,7189
27110,32171
28308,32171
1262,32171
40451,26311
17040,26311
23169,751
39122,653
32179,27159
2633,9751
19196,14916
2096,31258
47784,4353
27963,5864
24239,5864
43184,18651
45697,5189
6552,5402
13384,12051
8352,12051
3874,3754
6670,29460
41222,2316
4354,17083
22184,20554
36330,22602
25513,22602
31930,29088
21251,14593
5072,34546
2882,35445
44789,28448
46360,28448
5910,13652
4897,36407
6643,2389
31832,36947
8427,2032
15910,33209
24311,13047
43469,21767
28605,7218
6877,13185
44391,19761
38458,33596
41888,35922
28299,35672
47012,16222
12943,22637
20849,15930
1234,4965
43976,15389
34573,12318
34190,1751
1411,3394
19667,357
30982,18155
43274,13819
35776,2993
26588,17448
3432,5122
25055,19927
46088,712
42200,33933
30263,33933
14457,19382
39365,147
10303,19859
27548,18352
46719,2786
39733,16568
36804,6586
21390,21246
23969,22943
25502,11328
20799,17688
12795,8291
38832,31533
21960,31629
22487,34249
20026,7047
7620,35189
19071,21146
41486,7785
15708,4892
12304,35327
17742,29524
20019,33132
12626,11541
28781,35812
17831,26836
41841,26289
25895,16665
28596,3343
8422,12189
10843,20088
37625,5317
35151,5741
20680,13544
41330,24055
26227,33635
19110,29480
43840,34976
