property_id,name,room_type,price,minimum_nights,availability_365,available_since_date
19180,Sunny 2-story Brooklyn townhouse w deck and garden,Entire home/apt,200,30,208,2019-06-08
30340,Beautiful Apartment East Village,Entire home/apt,140,7,164,2019-01-02
4784,Park Slope Green Guest House,Entire home/apt,120,30,192,2019-02-21
13576,Park Slope Perfect 2 BR,Entire home/apt,150,31,281,2019-01-23
35350,2 BR / 2 Bath Duplex Apt with patio! East Village,Entire home/apt,350,2,298,2019-01-12
19133,Great Large 1 BR apt  in East Village!,Entire home/apt,225,1,299,2019-01-19
684,Great Large 3 BR/2 Bath Duplex with Private Patio!,Entire home/apt,500,2,297,2019-04-01
35229,NYC fabulous views Manhattan's eye,Entire home/apt,199,5,260,2019-01-23
9073,2 story family home in Williamsburg,Entire home/apt,325,3,107,2019-03-08
32223,Comfortable UWS 2-BD Family-Friendly Brownstone,Entire home/apt,235,6,199,2019-05-21
40068,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,Entire home/apt,169,2,182,2019-05-30
47042,Your dream 2BR/2BA home in Park Slope!,Entire home/apt,300,2,92,2019-06-11
4054,Sugar Hill Rest Stop ,Entire home/apt,170,2,318,2019-04-30
14493,3 Story Town House in Park Slope,Entire home/apt,400,2,216,2019-03-25
32894,Bright and Quiet 2 BR in Park Slope,Entire home/apt,160,1,257,2019-03-05
30115,apartment next to Central park,Entire home/apt,170,7,224,2019-03-04
3441,East Village Sanctuary,Entire home/apt,100,4,0,2019-05-24
6033,Garden studio in the Upper East Sid,Entire home/apt,150,5,189,2019-04-29
15626,ACCOMMODATIONS GALORE #1,Entire home/apt,120,3,213,2019-06-21
7623,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Entire home/apt,165,3,231,2019-01-16
22289,ACCOMMODATIONS GALORE #2,Entire home/apt,140,3,192,2019-06-09
24449,Stylish & Sleek Apartment Near SoHo!,Entire home/apt,185,5,209,2019-06-06
4692,Unique & Charming small 1br Apt. LES,Entire home/apt,105,3,16,2019-06-29
36311,Luminous Beautiful West Village Studio,Entire home/apt,115,29,12,2019-01-09
48339,FLAT MACDONOUGH,Entire home/apt,125,3,163,2019-06-01
1774,FLAT MACDONOUGH GARDEN,Entire home/apt,115,3,170,2019-03-29
29348,The Brooklyn Waverly,Entire home/apt,650,5,365,2019-03-07
31806,"Modern Greenpoint, Brooklyn Apt",Entire home/apt,250,29,34,2019-02-19
11156,"Sun-drenched, artsy modernist 1 BDRM duplex",Entire home/apt,199,3,280,2019-03-19
43882,"Sunny, Cobble Hill Apartment",Entire home/apt,140,2,0,2019-05-30
18585,Light filled Williamsburg Apartment,Entire home/apt,160,3,188,2019-06-02
3348,Retreat in Williamsburg,Entire home/apt,195,4,214,2019-01-29
5298,NYC Zen,Entire home/apt,195,3,248,2019-01-03
31310,Entire Brooklyn Brownstone Apartment with Laundry,Entire home/apt,135,5,206,2019-03-27
26819,Great location. Spacious on PROSPECT PARK,Entire home/apt,115,15,269,2019-06-05
186,"Sunny, clean 1 bdrm in W. Village",Entire home/apt,225,45,312,2019-06-10
6997,Great location in Williamsburg,Entire home/apt,125,6,189,2019-06-29
39402,Light and Airy Upper East Side 1 BDR apartment,Entire home/apt,219,4,290,2019-01-27
35639,Lovely Upper East Yorkville 1 BDRM,Entire home/apt,219,4,280,2019-03-14
29625,Luxury Brownstone in Boerum Hill,Entire home/apt,475,3,230,2019-03-18
15836,CENTRAL PARK LOFT all for YOU,Entire home/apt,99,1,164,2019-02-14
5683,Serenity amidst the busy city,Entire home/apt,121,1,351,2019-06-22
2086,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,135,2,3,2019-06-29
4285,"Private, Large & Sunny Top Floor Apt  w/W&D",Entire home/apt,135,2,11,2019-01-17
14175,Charming & Cozy midtown loft any WEEK ENDS  !!!,Entire home/apt,250,3,365,2019-05-19
40033,* Spacious GARDEN Park Slope Duplex* 6 people max,Entire home/apt,250,2,0,2019-03-01
20594,Convenient cozy cheap apt Manhattan,Entire home/apt,80,3,0,2019-04-14
37086,Light+Open+Airy+Rustic+Modern Loft,Entire home/apt,150,2,177,2019-02-27
33065,Financial District Luxury Loft,Entire home/apt,196,3,0,2019-06-10
4880,Your own Lovely West Village Studio,Entire home/apt,170,3,246,2019-05-31
13371,Greenwich Village Stylish Apartment,Entire home/apt,150,26,225,2019-06-28
6490,Clean and Cozy Harlem Apartment,Entire home/apt,100,2,0,2019-02-17
37214,Beautiful Queens Brownstone! - 5BR,Entire home/apt,350,8,365,2019-04-03
37383,cozy studio with parking spot,Entire home/apt,98,30,240,2019-05-24
26495,3 floors of luxury!,Entire home/apt,265,7,365,2019-05-09
20272,"Nice, clean, safe, convenient 3BR",Entire home/apt,140,14,365,2019-05-01
34178,Bright Spacious Luxury Condo,Entire home/apt,200,4,1,2019-02-04
28892,Park Slope haven 15 mins from Soho,Entire home/apt,150,5,18,2019-02-28
1756,"WONDERFUL, COMFORTABLE STUDIO",Entire home/apt,90,3,324,2019-01-31
13678,ROOM WITH A  KITCHENETTE,Entire home/apt,80,3,315,2019-03-19
4380,ROOM WITH KITCHENETTE #2,Entire home/apt,80,3,308,2019-01-25
28140,"LARGE, COMFY 1BDR W/CHARACTER!!!",Entire home/apt,175,26,364,2019-02-24
46707,Chelsea Studio sublet 1 - 2 months,Entire home/apt,125,3,0,2019-05-07
1530,LUX APT IN TIMES SQUARE NEW BUILDING,Entire home/apt,275,1,299,2019-03-09
22853,Designer 1 BR Duplex w/ Terrace- Spectacular Views,Entire home/apt,299,2,207,2019-03-04
18478,"Quiet, sunny Midtown Manhattan apt.",Entire home/apt,195,5,0,2019-05-27
2771,The Institute—Heart of Williamsburg,Entire home/apt,249,2,164,2019-06-21
31785,Great house in Williamsburg ,Entire home/apt,250,3,188,2019-01-13
40287,City Room - Private Penthouse Apt.,Entire home/apt,121,1,247,2019-02-06
30584,City Room - Street View Apt,Entire home/apt,122,1,271,2019-02-25
16716,Private Garden Apt • New Renovation,Entire home/apt,140,2,125,2019-04-25
15927,Sleek & Comfortable Soho Apt,Entire home/apt,199,5,286,2019-05-24
40852,Cozy East Village Railroad 1 Bed!,Entire home/apt,130,1,192,2019-01-04
26623,1 Bedroom Loft w/ Private Roof Deck,Entire home/apt,195,2,58,2019-02-15
29293,Elegant NYC Pad,Entire home/apt,140,2,292,2019-01-16
28282,"Clean & bright 1BR in Cobble Hill, GREAT location!",Entire home/apt,159,2,279,2019-05-19
19589,"Modern, Large East Village Loft",Entire home/apt,189,3,0,2019-06-08
26075,"Great new apt, close to everything",Entire home/apt,250,3,3,2019-03-26
12884,Quiet & Clean Retreat in the City,Entire home/apt,239,3,351,2019-04-28
35765,Stylish Large Gramercy Loft!,Entire home/apt,305,2,201,2019-05-19
11267,The Brownstone-Luxury 1 Bd Apt/NYC,Entire home/apt,155,3,232,2019-05-31
41471,The Brownstone 2 / Luxury 1 Bd Apt,Entire home/apt,155,3,247,2019-05-04
23590,"Spacious 1BR, Adorable Clean Quiet",Entire home/apt,150,3,244,2019-03-12
29723,Franklin St Flat in Trendy Greenpoint Brooklyn,Entire home/apt,135,2,12,2019-05-01
36545,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",Entire home/apt,250,4,265,2019-03-17
5791,Spacious and minimal apt in the heart of NYC,Entire home/apt,160,2,46,2019-03-02
29970,One bedroom Apt. in NYC,Entire home/apt,250,30,0,2019-01-11
3345,"Beautiful, elegant 3 bed SOHO loft",Entire home/apt,500,4,329,2019-02-03
9552,Spacious Greenwich Village Apt,Entire home/apt,225,5,91,2019-01-31
8902,SpaHa Studio Monthly Rental,Entire home/apt,125,28,365,2019-03-10
7771,Monthly Apartment Rental,Entire home/apt,135,28,341,2019-06-04
38762,The gem of the East Village,Entire home/apt,99,2,320,2019-05-18
29575,"Bright and spacious, garden below!",Entire home/apt,195,4,0,2019-01-19
5618,Colorful Private One Bedroom Apt,Entire home/apt,135,2,0,2019-04-13
5096,Huge Chelsea Loft,Entire home/apt,500,2,348,2019-06-14
27785,BK Sweet Suite w/Kitchen&FullBath,Entire home/apt,65,3,2,2019-06-24
36886,Great East Village Apartment Rental,Entire home/apt,130,50,56,2019-01-20
26260,BROWNSTONE SUNDRENCHED BEAUTY,Entire home/apt,99,3,68,2019-06-10
37487,Smallest House In The Village,Entire home/apt,175,3,326,2019-04-07
2009,Cottage in the Village,Entire home/apt,390,5,316,2019-02-25
8956,Beautiful modern studio apartment in heart of NYC,Entire home/apt,205,9,76,2019-04-03
19650,Spacious modern studio apartment in Manhattan,Entire home/apt,205,9,76,2019-02-03
12779,Beautiful Landmarked Duplex,Entire home/apt,285,3,279,2019-04-18
11925,Sweet Historic Greenpoint Duplex,Entire home/apt,175,3,274,2019-03-21
23531,Greenpoint Waterfront Loft,Entire home/apt,185,3,1,2019-05-07
7681,Safe cute near subway& Manhattan NY NY retro style,Entire home/apt,99,5,226,2019-04-06
4641,Hamiltons Hideway Lower Level Apt NYC,Entire home/apt,155,1,332,2019-03-13
29556,M3 Hamilton's Hideaway Studio,Entire home/apt,110,1,325,2019-01-27
43800,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,Entire home/apt,105,2,365,2019-04-18
12219,"DOMINIQUE'S  NYC  cosy,2 bedrm crashPad*Stay here*",Entire home/apt,155,2,348,2019-05-26
45956,Dominiq's NY cosy 3bedrm crashpad*metro*wifi*$$ale,Entire home/apt,250,1,357,2019-06-25
25725,Dominique's LowerLevel 1 bdrm pad*video projects,Entire home/apt,115,1,364,2019-05-13
44921,Dominiques NYC 4Bedrm crashpad**Stay here**metro,Entire home/apt,299,2,358,2019-05-31
45295,"Vie's NY Unique crashpad apts sleep 14, metro*wifi",Entire home/apt,475,2,359,2019-03-03
17421,Prime East Village 1 Bedroom,Entire home/apt,200,3,0,2019-02-26
38568,Amazing  Sunny & Breezy Home In the Heart of  NYC,Entire home/apt,90,14,14,2019-03-13
45096,Charming UWS Treehouse Apt,Entire home/apt,115,2,261,2019-06-06
3723,CHARMING EAST VILLAGE 2 (or 1) BR,Entire home/apt,129,7,231,2019-04-24
27512,Farmhouse Apartment in Williamsburg,Entire home/apt,130,10,152,2019-06-18
43813,Bright+Spacious Williamsburg Abode!,Entire home/apt,95,4,46,2019-02-03
18356,Beautiful 1 Bedroom Apt Park Slope,Entire home/apt,175,2,246,2019-03-26
1624,CHARMING CARROLL GARDENS APT.,Entire home/apt,190,3,288,2019-06-25
38461,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,Entire home/apt,79,15,179,2019-01-02
32028,Private 1-Bedroom Apt in Townhouse,Entire home/apt,100,30,282,2019-01-27
10094,"Ultramodern Luxury 1 BR w/ Terrace, Crown Heights",Entire home/apt,155,7,333,2019-05-02
29078,East Village Loft with Piano & Patio,Entire home/apt,212,3,51,2019-02-03
5936,Lower East Side 2 Bedroom Apt,Entire home/apt,211,1,361,2019-06-15
30397,Spring & Mulberry 2 Bedroom Apartment,Entire home/apt,300,1,115,2019-04-28
6101,**Fantastic Williamsburg Apt**,Entire home/apt,140,2,254,2019-06-27
3709,West Harlem Home Base - Eco-Apt.,Entire home/apt,135,6,189,2019-06-20
40261,Charming Garden Apt in Park Slope,Entire home/apt,150,2,263,2019-05-25
32528,Park Slope Town House,Entire home/apt,250,3,6,2019-03-04
1318,"Lovely, Modern, Garden Apartment",Entire home/apt,190,3,258,2019-04-14
11861,"Modern, Carroll Garden Townhouse",Entire home/apt,350,3,22,2019-03-05
8804,Central Park 1BR sunny condo,Entire home/apt,124,28,103,2019-05-14
47929,Cozy Garden Apartment  in Williamsburg,Entire home/apt,135,30,42,2019-05-06
46242,The Cozy Brownstone Inn (discount)!,Entire home/apt,145,3,72,2019-04-20
32869,Cozy Brownstone Inn I(studio),Entire home/apt,100,3,5,2019-03-13
11388,Prewar Penthouse w Private Terrace,Entire home/apt,195,11,249,2019-05-07
46181,Designer 2.5 BR Loft in Carroll Gardens by Subway,Entire home/apt,250,2,272,2019-06-18
32971,Mod Home Steps from Prospect Park,Entire home/apt,150,3,264,2019-03-24
9006,"Sun-filled, Mod 3BR Apt Steps from Prospect Park",Entire home/apt,175,3,222,2019-06-05
15207,Unique spacious loft on the Bowery,Entire home/apt,575,2,298,2019-05-27
37109,"Nice renovated apt, prime location!",Entire home/apt,150,30,35,2019-04-01
39995,All That Jazz. Uptown style on Sugar Hill.,Entire home/apt,250,3,276,2019-05-12
35284,Elegant Uptown Historic District Garden Apartment,Entire home/apt,275,3,277,2019-06-05
46796,Bright and lovely 1 bdrm apt in LES,Entire home/apt,125,25,102,2019-03-17
19949,Beautiful One Bed West Village - 4 Month Special,Entire home/apt,200,30,251,2019-05-25
16075,Gigantic Private Brooklyn Loft!,Entire home/apt,229,1,188,2019-03-11
38048,Condo Apartment with laundry in unit,Entire home/apt,90,30,346,2019-05-19
17732,1BR: See Central Park from Terrace!,Entire home/apt,110,13,0,2019-02-22
31720,Food & Music Dream Apartment in Williamsburg,Entire home/apt,195,4,71,2019-02-17
11092,French Garden cottage off Bedford,Entire home/apt,169,1,215,2019-01-15
23108,Modern Sunny 3bdrm Apt,Entire home/apt,39,5,0,2019-02-14
26628,Alcove Studio w/ outdoor Patio Deck,Entire home/apt,113,14,253,2019-04-26
37538,1  bedroom apartment,Entire home/apt,99,5,8,2019-03-10
23756,Sun drenched 1 bedroom furnished,Entire home/apt,95,14,3,2019-01-29
19494,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,Entire home/apt,250,14,78,2019-02-13
7499,One Bedroom Mini studio - Free WIFI,Entire home/apt,115,2,257,2019-03-20
1265,Bright Cozy Chinatown Studio Apt.,Entire home/apt,150,3,191,2019-01-02
3513,Loft Suite @ Box House Hotel,Entire home/apt,199,3,60,2019-06-29
46863,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,60,2019-01-11
24512,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,84,2019-01-16
38366,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,60,2019-01-04
28722,Loft Suite @ Box House Hotel,Entire home/apt,199,3,60,2019-05-23
30986,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,60,2019-04-23
13784,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,60,2019-03-11
6062,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,56,2019-06-18
13674,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,84,2019-05-12
8276,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,84,2019-01-31
41918,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,84,2019-05-05
32296,Loft Suite @ Box House Hotel,Entire home/apt,199,3,56,2019-04-15
9921,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,62,2019-04-01
37072,Loft Suite @ The Box House Hotel,Entire home/apt,199,3,81,2019-03-31
42448,Loft Suite @ Box House Hotel,Entire home/apt,199,3,60,2019-01-26
24515,Duplex Loft Suite w/ Patio @ Box House Hotel,Entire home/apt,199,3,47,2019-01-28
20306,Duplex w/ Patio @ Box House Hotel,Entire home/apt,199,3,36,2019-06-20
40648,"Historic House Boerum Hill, BK, NYC",Entire home/apt,135,4,0,2019-05-11
16380,Lovely 3 bedroom in Italianate Brownstone w/garden,Entire home/apt,350,6,156,2019-05-17
32030,Spacious 3 Bedroom Duplex in Park Slope,Entire home/apt,165,30,189,2019-06-16
8354,Park Slope Sunny Studio,Entire home/apt,125,4,262,2019-03-16
14427,Columbia Castle 2 BR,Entire home/apt,200,3,106,2019-05-30
43055,"Charming Artist's Flat, East Village",Entire home/apt,169,4,276,2019-02-07
14160,BEAUTIFUL 2 BEDROOM APARTMENT,Entire home/apt,185,3,248,2019-06-07
39737,Brooklyn Cove Studio Apt w/ Garden!!,Entire home/apt,65,2,194,2019-01-27
18775,"Ft. Greene garden gem, large and convenient",Entire home/apt,130,35,135,2019-06-06
9955,Williamsburg penthouse with private roof cabana,Entire home/apt,199,30,30,2019-02-17
16796,East Village Designer's 1-BR APT,Entire home/apt,225,2,0,2019-04-09
23436,So Much Room in Brooklyn,Entire home/apt,150,5,0,2019-03-07
14686,Large Studio--Heart of East Village,Entire home/apt,139,1,142,2019-03-24
17059,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,Entire home/apt,150,2,52,2019-06-29
137,"Bright, Modern, Safe, Clean Apartment in Astoria",Entire home/apt,200,2,363,2019-04-28
32994,LARGE 1BR (CONV 2BR) CROWN HEIGHTS,Entire home/apt,100,90,365,2019-04-14
16382,The Vernon On Greene,Entire home/apt,175,2,204,2019-06-15
11199,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",Entire home/apt,120,5,272,2019-06-10
9895,Lovely 1BR in Tree-lined WBurg,Entire home/apt,140,7,0,2019-05-01
37480,Spacious Loft in Clinton Hill,Entire home/apt,200,5,9,2019-02-19
34784,Groovy NYC Chelsea Pad,Entire home/apt,130,30,189,2019-05-21
13057,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,Entire home/apt,123,30,189,2019-06-16
29130,Large Brand New Park Slope 1BR,Entire home/apt,130,7,35,2019-01-29
39018,UWS Brownstone Near Central Park,Entire home/apt,212,21,35,2019-03-12
9092,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,Entire home/apt,190,3,359,2019-04-12
44355,BOHEMIAN EAST VILLAGE 2 BED HAVEN,Entire home/apt,249,5,365,2019-06-20
13158,ARTY 2 BED EAST VILLAGE GEM,Entire home/apt,189,3,355,2019-04-28
2730,Tree lined block modern apartment,Entire home/apt,135,2,102,2019-03-05
13542,Riverside Charm with Fire Place,Entire home/apt,120,5,201,2019-01-08
36119,"Very Central, Nomad/Chelsea Loft Studio",Entire home/apt,169,18,98,2019-02-12
29343,Sunny 3BR Apt Ideal for Family  ,Entire home/apt,165,7,157,2019-02-24
15543,UES Quiet & Spacious 1 bdrm for 4,Entire home/apt,225,2,312,2019-06-14
23211,Large Park Slope Townhouse Duplex,Entire home/apt,199,14,223,2019-06-21
2378,Park Slope Townhouse TOP FLOOR,Entire home/apt,199,2,220,2019-02-01
25382,"Manhattan Studio, Perfect Location",Entire home/apt,145,6,0,2019-02-12
28484,Your Stunning Vacation Apartment!,Entire home/apt,99,1,220,2019-02-17
31337,1 BDRM Apt-Weekend Sublease,Entire home/apt,110,4,363,2019-06-16
32836,"Conveniently Located, Sunny Brooklyn Heights!",Entire home/apt,150,30,281,2019-02-12
7075,Style in Stuyvesant Heights,Entire home/apt,110,4,283,2019-01-14
8408,Williamsburg apartment right by the subway,Entire home/apt,190,4,331,2019-01-31
6211,Spacious Brooklyn Loft - 2 Bedroom,Entire home/apt,200,2,36,2019-02-24
29676,"Park Slope Apt:, Spacious 2 bedroom",Entire home/apt,165,2,7,2019-03-12
26952,NYC Studio for Rent in Townhouse,Entire home/apt,110,2,301,2019-04-15
40222,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,Entire home/apt,395,2,170,2019-03-06
9556,Authentic NYC Living 2,Entire home/apt,99,3,270,2019-06-27
2107,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,Entire home/apt,189,2,201,2019-05-24
22384,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,Entire home/apt,99,2,257,2019-04-24
40453,☆ 2BR East Village ☆ Sleeps 5 | BEST LOCATION ☆,Entire home/apt,151,2,256,2019-05-14
16394,"Luxe, Spacious 2BR 2BA Nr Trains",Entire home/apt,260,30,316,2019-06-04
29123,Cozy and Bright One Bedroom in BK,Entire home/apt,165,2,139,2019-02-11
35185,Forest Hills Apt minutes to midtown Manhattan,Entire home/apt,97,3,209,2019-06-29
37104,Garden mini apt minutes from Manhattan (studio),Entire home/apt,60,4,273,2019-01-12
31458,Spacious West Village 1 b/room King,Entire home/apt,170,4,0,2019-05-14
48220,Perfect Williamsburg Summer Haven,Entire home/apt,125,2,0,2019-04-18
20498,Prime Williamsburg Apartment,Entire home/apt,225,10,52,2019-02-26
5195,Garden apartment close to Manhattan,Entire home/apt,170,3,286,2019-05-08
43231,The Ground Studio - West Side,Entire home/apt,132,4,0,2019-04-10
24539,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,Entire home/apt,250,7,18,2019-05-29
1320,Sunny and Spacious Designer's Home,Entire home/apt,141,5,9,2019-04-20
41022,"Spacious,Sunny, private one bedroom",Entire home/apt,64,20,3,2019-06-09
2818,Truly Amazing Oasis In The City,Entire home/apt,249,3,277,2019-06-04
8046,"East Village, King-Sized, Charmer",Entire home/apt,185,2,233,2019-04-06
8515,Affordable Furnished Apartment,Entire home/apt,120,3,221,2019-06-11
3706,Architect's Brownstone,Entire home/apt,495,1,355,2019-03-28
18135,LUXURY SOHO 2 Bedroom Apt ,Entire home/apt,375,3,0,2019-06-21
18603,Charming Nolita Apartment!!,Entire home/apt,175,3,277,2019-04-15
32577,"EAST VILLAGE STUDIO, sunny & quiet",Entire home/apt,150,4,0,2019-06-12
214,LUXURY OF THE HORIZON,Entire home/apt,259,8,343,2019-05-17
21114,The Heart of Prime Williamsburg,Entire home/apt,145,7,0,2019-04-30
15201,Parisian apartment in Chelsea,Entire home/apt,200,4,0,2019-06-15
34146,Cozy 2 Bedroom with Private Garden,Entire home/apt,95,5,0,2019-02-26
44716,Three-bedroom house in a quiet neighborhood,Entire home/apt,250,4,188,2019-03-04
5734,Beautiful Duplex w/Private Garden,Entire home/apt,295,2,264,2019-03-13
35881,Amazingly Charming 2 BR in Historic Harlem,Entire home/apt,250,2,296,2019-01-08
2041,NYC - Sunny Greenwich Village 1br,Entire home/apt,175,3,0,2019-05-22
16513,Garage Designer Loft,Entire home/apt,451,2,331,2019-06-18
41625,Best City Area Columbia U Upper West Side C Park,Entire home/apt,165,2,236,2019-03-19
22647,Your own apartment off Park Avenue,Entire home/apt,250,4,0,2019-02-19
27147,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,Entire home/apt,77,1,309,2019-01-23
16158,Lower East Side 2 Bed Apt.,Entire home/apt,250,4,0,2019-01-08
12091,Astoria-Private Home NYC-,Entire home/apt,129,1,245,2019-03-20
2709,"BIG, COMFY, 4BR DUPLEX, GARDEN APT, Williamsburg",Entire home/apt,289,2,88,2019-01-27
20696,Park Slope Apartment,Entire home/apt,150,2,8,2019-02-15
41480,Cozy apartment in a brownstone,Entire home/apt,300,2,258,2019-03-07
4094,Greenpoint Spacious Loft,Entire home/apt,125,2,22,2019-06-19
47657,Incredible Prime Williamsburg Loft!,Entire home/apt,255,45,89,2019-05-17
