location_id,neighbourhood_group,neighbourhood,latitude,longitude
98,Brooklyn,Bedford-Stuyvesant,40.68413,-73.92357
105,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377
100,Brooklyn,Carroll Gardens,40.67967,-74.00154
167,Brooklyn,Carroll Gardens,40.6783,-74.00135
14945,Brooklyn,Carroll Gardens,40.6789,-74.00117
102,Manhattan,West Village,40.73096,-74.00319
104,Brooklyn,Park Slope,40.66941,-73.98109
106,Brooklyn,Williamsburg,40.71459,-73.94844
108,Brooklyn,Gowanus,40.68157,-73.98989
111,Manhattan,East Village,40.7288,-73.98192
112,Brooklyn,South Slope,40.66853,-73.98912
34893,Brooklyn,South Slope,40.66875,-73.98779
113,Manhattan,East Village,40.7254,-73.98157
117,Manhattan,East Village,40.72555,-73.97965
302,Manhattan,East Village,40.72542,-73.97986
114,Manhattan,Kips Bay,40.74294,-73.98009
115,Brooklyn,Williamsburg,40.71942,-73.95748
116,Manhattan,Upper West Side,40.77823,-73.97637
318,Brooklyn,South Slope,40.66552,-73.99019
40180,Brooklyn,South Slope,40.66743,-73.98963
119,Manhattan,Harlem,40.82754,-73.94919
120,Brooklyn,South Slope,40.66499,-73.97925
1011,Brooklyn,Park Slope,40.66626,-73.97933
121,Manhattan,Upper West Side,40.77842,-73.97556
122,Manhattan,East Village,40.72245,-73.98527
125,Manhattan,Upper East Side,40.778,-73.94822
128,Manhattan,Harlem,40.81618,-73.94894
176,Manhattan,Harlem,40.81526,-73.94791
239,Manhattan,East Harlem,40.80942,-73.93936
130,Manhattan,East Village,40.72392,-73.99143
132,Manhattan,Lower East Side,40.71341,-73.98856
134,Manhattan,West Village,40.73442,-74.00303
137,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662
143,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524
343,Brooklyn,Clinton Hill,40.68613,-73.96536
139,Brooklyn,Greenpoint,40.73409,-73.95348
140,Brooklyn,Williamsburg,40.71561,-73.94835
141,Brooklyn,Cobble Hill,40.6857,-73.99183
144,Brooklyn,Williamsburg,40.71596,-73.93938
145,Brooklyn,Williamsburg,40.71492,-73.95935
146,Manhattan,East Village,40.72354,-73.98295
37261,Brooklyn,Fort Greene,40.69083,-73.97301
152,Brooklyn,Prospect Heights,40.6741,-73.96595
154,Manhattan,West Village,40.73226,-74.00401
155,Brooklyn,Williamsburg,40.71363,-73.96398
156,Manhattan,Upper East Side,40.77711,-73.9527
888,Manhattan,Upper East Side,40.7761,-73.95265
157,Brooklyn,Boerum Hill,40.68559,-73.98094
158,Manhattan,Upper East Side,40.77456,-73.95323
910,Manhattan,Upper East Side,40.77631,-73.95289
161,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659
260,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314
163,Manhattan,Upper East Side,40.76123,-73.9642
164,Brooklyn,Gowanus,40.66858,-73.99083
165,Manhattan,Harlem,40.82704,-73.94907
171,Brooklyn,Williamsburg,40.71045,-73.9677
173,Manhattan,Financial District,40.70666,-74.01374
175,Manhattan,West Village,40.73756,-74.00405
177,Manhattan,West Village,40.73423,-74.0046
178,Manhattan,Harlem,40.82374,-73.9373
180,Queens,Ridgewood,40.70382,-73.89797
198,Queens,Middle Village,40.71722,-73.87856
200,Queens,Middle Village,40.71546,-73.87854
228,Queens,Ridgewood,40.70411,-73.89934
182,Brooklyn,Williamsburg,40.71627,-73.9587
183,Brooklyn,Park Slope,40.67994,-73.97863
344,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911
384,Brooklyn,Crown Heights,40.67705,-73.94925
597,Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949
187,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415
188,Manhattan,Chelsea,40.74031,-73.99999
189,Manhattan,Hell's Kitchen,40.76307,-73.99665
190,Manhattan,Lower East Side,40.71882,-73.98852
196,Manhattan,Hell's Kitchen,40.76244,-73.99271
201,Brooklyn,Williamsburg,40.7195,-73.95976
1374,Brooklyn,Williamsburg,40.72091,-73.96133
205,Manhattan,Harlem,40.81035,-73.94598
399,Manhattan,Harlem,40.81333,-73.94453
208,Brooklyn,Williamsburg,40.71625,-73.93845
211,Manhattan,West Village,40.72861,-74.0049
214,Manhattan,East Village,40.72752,-73.98432
215,Brooklyn,Greenpoint,40.729,-73.95829
217,Queens,Ditmars Steinway,40.77185,-73.90502
218,Brooklyn,Cobble Hill,40.68926,-73.99386
219,Manhattan,East Village,40.72821,-73.98701
220,Manhattan,Hell's Kitchen,40.7672,-73.98508
221,Manhattan,East Village,40.73012,-73.99053
222,Manhattan,Flatiron District,40.7403,-73.98498
223,Manhattan,Harlem,40.80931,-73.94343
8307,Manhattan,East Harlem,40.80755,-73.94141
227,Manhattan,Lower East Side,40.72052,-73.98589
229,Brooklyn,Greenpoint,40.73401,-73.95967
230,Manhattan,Chinatown,40.71756,-73.99503
32528,Manhattan,Chinatown,40.71676,-73.99348
231,Manhattan,Midtown,40.7589,-73.96991
232,Manhattan,SoHo,40.72003,-74.00262
233,Manhattan,Greenwich Village,40.73194,-73.99474
234,Manhattan,East Harlem,40.79163,-73.94573
608,Manhattan,East Harlem,40.79239,-73.94535
237,Manhattan,East Village,40.72654,-73.98049
238,Manhattan,Upper West Side,40.80021,-73.96071
240,Manhattan,Little Italy,40.71961,-73.9954
241,Manhattan,Chelsea,40.74358,-74.00027
244,Brooklyn,East Flatbush,40.64446,-73.9503
245,Manhattan,East Village,40.7268,-73.99079
246,Brooklyn,Bushwick,40.688,-73.9171
250,Manhattan,East Village,40.72477,-73.98161
261,Manhattan,East Village,40.72185,-73.98246
251,Manhattan,Chelsea,40.74238,-73.99567
472,Manhattan,Chelsea,40.74342,-73.99483
252,Brooklyn,Greenpoint,40.72945,-73.95511
369,Brooklyn,Greenpoint,40.72911,-73.95493
561,Brooklyn,Greenpoint,40.73049,-73.96115
255,Queens,Astoria,40.75384,-73.91433
5398,Bronx,Clason Point,40.81192,-73.85334
6458,Bronx,Clason Point,40.81214,-73.85371
259,Bronx,Eastchester,40.88057,-73.83572
6848,Bronx,Eastchester,40.87829,-73.83471
6849,Bronx,Eastchester,40.88017,-73.83484
8257,Bronx,Eastchester,40.88241,-73.83422
18733,Bronx,Eastchester,40.88207,-73.83538
34464,Bronx,Eastchester,40.88017,-73.83574
265,Manhattan,East Village,40.72807,-73.98594
270,Manhattan,Little Italy,40.71702,-73.99811
272,Manhattan,Upper West Side,40.77956,-73.98098
275,Manhattan,East Village,40.72956,-73.98158
276,Brooklyn,Williamsburg,40.71069,-73.95175
277,Brooklyn,Williamsburg,40.70863,-73.94641
279,Brooklyn,Park Slope,40.67319,-73.97323
280,Brooklyn,Carroll Gardens,40.67846,-73.99443
341,Brooklyn,Crown Heights,40.66966,-73.94735
366,Brooklyn,Crown Heights,40.67086,-73.94872
18619,Brooklyn,Crown Heights,40.67162,-73.95009
282,Manhattan,East Village,40.72681,-73.98534
379,Manhattan,Lower East Side,40.71895,-73.99434
501,Manhattan,Nolita,40.72133,-73.99666
284,Brooklyn,Williamsburg,40.71031,-73.9583
285,Manhattan,Harlem,40.81322,-73.95306
286,Brooklyn,Park Slope,40.67732,-73.98225
4602,Brooklyn,Park Slope,40.67592,-73.98107
287,Brooklyn,Gowanus,40.68076,-73.9896
2147,Brooklyn,Carroll Gardens,40.68204,-73.99249
288,Manhattan,East Harlem,40.79603,-73.94903
289,Brooklyn,Williamsburg,40.71492,-73.96282
293,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981
772,Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957
294,Manhattan,Upper West Side,40.78971,-73.9729
295,Brooklyn,Carroll Gardens,40.67817,-73.99495
14618,Brooklyn,Flatbush,40.64841,-73.96969
30670,Brooklyn,Flatbush,40.64866,-73.96986
297,Manhattan,Little Italy,40.71943,-73.99627
298,Manhattan,Upper West Side,40.78,-73.98249
303,Manhattan,Washington Heights,40.83494,-73.93869
1026,Manhattan,Washington Heights,40.83451,-73.93885
304,Manhattan,Chinatown,40.71659,-73.98945
305,Manhattan,West Village,40.72966,-74.00243
306,Brooklyn,Greenpoint,40.72898,-73.95552
307,Bronx,Kingsbridge,40.87207,-73.90193
308,Manhattan,Upper West Side,40.77728,-73.97818
310,Brooklyn,Williamsburg,40.71015,-73.96101
311,Brooklyn,Williamsburg,40.71903,-73.9597
36208,Bronx,Morris Park,40.84605,-73.8493
312,Manhattan,East Harlem,40.80892,-73.93985
36649,Manhattan,East Harlem,40.80759,-73.94103
41367,Manhattan,East Harlem,40.80526,-73.93818
313,Manhattan,Harlem,40.80276,-73.9567
314,Queens,Astoria,40.77635,-73.93426
317,Manhattan,Lower East Side,40.71876,-73.98394
649,Brooklyn,Greenpoint,40.73787,-73.95385
664,Brooklyn,Greenpoint,40.73693,-73.95284
665,Brooklyn,Greenpoint,40.73641,-73.9533
666,Brooklyn,Greenpoint,40.73794,-73.95254
670,Brooklyn,Greenpoint,40.7373,-73.95323
671,Brooklyn,Greenpoint,40.73708,-73.95271
672,Brooklyn,Greenpoint,40.73652,-73.95236
673,Brooklyn,Greenpoint,40.73693,-73.95316
674,Brooklyn,Greenpoint,40.73784,-73.95324
818,Brooklyn,Greenpoint,40.73683,-73.9543
820,Brooklyn,Greenpoint,40.7389,-73.95395
822,Brooklyn,Greenpoint,40.73806,-73.95462
823,Brooklyn,Greenpoint,40.73661,-73.95479
824,Brooklyn,Greenpoint,40.73857,-73.95435
827,Brooklyn,Greenpoint,40.73857,-73.95299
1582,Brooklyn,Greenpoint,40.73867,-73.95448
1583,Brooklyn,Greenpoint,40.73844,-73.95456
321,Brooklyn,Boerum Hill,40.68674,-73.98876
322,Brooklyn,Clinton Hill,40.6848,-73.96219
327,Brooklyn,Park Slope,40.67542,-73.98142
950,Brooklyn,Park Slope,40.67407,-73.98111
330,Brooklyn,Brooklyn Heights,40.69441,-73.99771
331,Manhattan,East Village,40.72399,-73.98374
332,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615
333,Brooklyn,Bushwick,40.68949,-73.91708
334,Brooklyn,Fort Greene,40.68819,-73.97258
335,Brooklyn,Williamsburg,40.7205,-73.96015
336,Manhattan,East Village,40.72451,-73.98094
338,Brooklyn,Crown Heights,40.67591,-73.94715
339,Manhattan,East Village,40.72843,-73.98895
342,Manhattan,Lower East Side,40.71965,-73.98766
18456,Queens,Astoria,40.76137,-73.91109
347,Brooklyn,Crown Heights,40.67473,-73.94494
348,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185
349,Brooklyn,Crown Heights,40.67174,-73.95663
350,Brooklyn,Williamsburg,40.71055,-73.95098
351,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458
354,Manhattan,Chelsea,40.74893,-73.99544
356,Brooklyn,Fort Greene,40.68795,-73.97332
359,Brooklyn,Gowanus,40.66918,-73.99187
361,Manhattan,Upper West Side,40.78558,-73.9696
362,Brooklyn,Williamsburg,40.71577,-73.96053
364,Manhattan,East Village,40.72577,-73.98745
920,Manhattan,East Village,40.72143,-73.98117
368,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684
370,Manhattan,Upper West Side,40.77944,-73.98567
371,Manhattan,Midtown,40.74503,-73.98876
372,Brooklyn,Crown Heights,40.67539,-73.96093
374,Manhattan,Upper East Side,40.78491,-73.9508
378,Brooklyn,South Slope,40.66527,-73.9886
3255,Brooklyn,South Slope,40.66579,-73.98991
380,Manhattan,Midtown,40.75579,-73.96699
382,Manhattan,Harlem,40.81822,-73.94095
383,Queens,Astoria,40.76434,-73.92132
385,Brooklyn,Brooklyn Heights,40.69263,-73.99438
386,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747
389,Brooklyn,Williamsburg,40.70665,-73.94061
390,Brooklyn,Williamsburg,40.72063,-73.95952
391,Brooklyn,Park Slope,40.67644,-73.98082
392,Manhattan,Harlem,40.80481,-73.94794
393,Manhattan,East Village,40.72533,-73.99143
2401,Brooklyn,Bedford-Stuyvesant,40.68272,-73.92885
396,Manhattan,East Village,40.72939,-73.98857
462,Manhattan,East Village,40.72636,-73.98917
1291,Manhattan,East Village,40.72603,-73.98751
398,Brooklyn,Gowanus,40.66862,-73.9926
400,Brooklyn,Greenpoint,40.72473,-73.95199
401,Queens,Forest Hills,40.70925,-73.85262
25388,Queens,Forest Hills,40.71089,-73.85384
402,Manhattan,West Village,40.73215,-74.00922
403,Brooklyn,Williamsburg,40.71109,-73.94332
405,Brooklyn,Williamsburg,40.71823,-73.95849
407,Brooklyn,Fort Greene,40.68626,-73.97598
408,Manhattan,Chelsea,40.74488,-74.001
409,Brooklyn,Park Slope,40.67632,-73.97616
410,Brooklyn,Greenpoint,40.72212,-73.94254
411,Brooklyn,Crown Heights,40.67456,-73.95151
412,Brooklyn,Williamsburg,40.71363,-73.96019
414,Manhattan,East Village,40.72274,-73.97581
415,Brooklyn,Boerum Hill,40.6858,-73.9828
416,Brooklyn,Park Slope,40.67535,-73.97654
417,Manhattan,Nolita,40.72255,-73.99346
418,Manhattan,Nolita,40.72094,-73.99706
419,Manhattan,East Village,40.72485,-73.97813
420,Manhattan,Harlem,40.80473,-73.9532
422,Brooklyn,Williamsburg,40.71943,-73.9565
423,Manhattan,Chelsea,40.74249,-74.00329
424,Manhattan,Upper West Side,40.79264,-73.97294
425,Brooklyn,Windsor Terrace,40.65749,-73.97675
426,Manhattan,Harlem,40.80474,-73.94688
22226,Manhattan,Harlem,40.80353,-73.94707
427,Manhattan,Greenwich Village,40.72831,-74.00177
428,Brooklyn,Williamsburg,40.71541,-73.94144
429,Manhattan,Upper West Side,40.79765,-73.96245
430,Manhattan,Upper East Side,40.78508,-73.95332
431,Bronx,Woodlawn,40.89747,-73.8639
432,Manhattan,Lower East Side,40.72008,-73.98404
433,Queens,Astoria,40.75725,-73.91098
2177,Brooklyn,Williamsburg,40.71132,-73.94493
435,Brooklyn,Park Slope,40.67359,-73.97904
438,Manhattan,Harlem,40.80497,-73.95016
440,Brooklyn,Greenpoint,40.72937,-73.95671
443,Brooklyn,Williamsburg,40.71624,-73.96272
444,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081
446,Brooklyn,Williamsburg,40.71534,-73.95914
575,Brooklyn,Clinton Hill,40.68275,-73.96148
448,Brooklyn,Greenpoint,40.72489,-73.95494
449,Brooklyn,Williamsburg,40.70867,-73.94284
453,Manhattan,Upper West Side,40.77724,-73.98109
454,Manhattan,East Village,40.72972,-73.97995
457,Manhattan,Harlem,40.83096,-73.94633
458,Brooklyn,Williamsburg,40.71323,-73.95745
459,Brooklyn,Crown Heights,40.67212,-73.9506
1049,Brooklyn,Williamsburg,40.71164,-73.965
461,Manhattan,Harlem,40.80523,-73.95139
465,Brooklyn,Carroll Gardens,40.6809,-73.99233
468,Manhattan,Upper West Side,40.80006,-73.96049
471,Brooklyn,Carroll Gardens,40.68252,-73.99619
473,Brooklyn,Park Slope,40.67853,-73.98089
475,Manhattan,Upper West Side,40.77886,-73.98042
476,Manhattan,East Village,40.72578,-73.97879
477,Brooklyn,South Slope,40.66085,-73.98537
478,Manhattan,East Harlem,40.80113,-73.94503
479,Manhattan,Upper West Side,40.78569,-73.97581
481,Brooklyn,Bedford-Stuyvesant,40.68131,-73.95332
483,Brooklyn,Williamsburg,40.70667,-73.96524
484,Brooklyn,Gravesend,40.60452,-73.97103
485,Manhattan,East Harlem,40.7932,-73.94007
492,Manhattan,Gramercy,40.73476,-73.98452
493,Brooklyn,Bushwick,40.69055,-73.92357
494,Brooklyn,Crown Heights,40.67505,-73.95969
496,Brooklyn,Williamsburg,40.70925,-73.95425
497,Brooklyn,Greenpoint,40.72315,-73.95226
27392,Brooklyn,Greenpoint,40.72365,-73.95188
498,Manhattan,Chelsea,40.73939,-73.99612
499,Manhattan,Kips Bay,40.74112,-73.97686
502,Queens,Astoria,40.75744,-73.92163
503,Queens,Astoria,40.75695,-73.9202
570,Queens,Long Island City,40.75627,-73.9211
1177,Queens,Astoria,40.75782,-73.92129
1884,Queens,Astoria,40.75665,-73.92015
6822,Queens,Astoria,40.75782,-73.92128
17765,Queens,Astoria,40.7626,-73.91341
18472,Queens,Astoria,40.75539,-73.91709
504,Manhattan,Harlem,40.8296,-73.94651
505,Manhattan,East Harlem,40.79056,-73.9468
506,Manhattan,West Village,40.73631,-73.99977
507,Bronx,Allerton,40.86466,-73.85709
511,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097
868,Brooklyn,Bedford-Stuyvesant,40.69213,-73.951
512,Manhattan,Chelsea,40.73862,-73.99758
513,Brooklyn,Williamsburg,40.7158,-73.95803
514,Brooklyn,Prospect Heights,40.68262,-73.97299
515,Manhattan,East Village,40.73217,-73.98801
518,Brooklyn,East New York,40.67497,-73.87305
519,Brooklyn,Crown Heights,40.66788,-73.94813
520,Manhattan,Upper East Side,40.76684,-73.95944
521,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445
522,Brooklyn,Prospect Heights,40.67946,-73.96501
523,Brooklyn,Park Slope,40.66944,-73.98083
3522,Manhattan,East Village,40.72476,-73.97643
528,Manhattan,Chelsea,40.74033,-74.00024
534,Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569
536,Brooklyn,Park Slope,40.67595,-73.98053
537,Manhattan,Hell's Kitchen,40.76415,-73.99067
539,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592
14047,Bronx,Mount Hope,40.8506,-73.90231
543,Manhattan,East Village,40.73089,-73.98195
544,Brooklyn,Park Slope,40.6755,-73.97859
9589,Brooklyn,Bedford-Stuyvesant,40.68686,-73.94973
546,Manhattan,Upper East Side,40.7694,-73.9572
551,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113
553,Brooklyn,Williamsburg,40.71893,-73.9428
555,Brooklyn,Fort Greene,40.68765,-73.97073
556,Brooklyn,Williamsburg,40.71413,-73.96596
557,Brooklyn,Sheepshead Bay,40.58422,-73.94079
2270,Brooklyn,Sheepshead Bay,40.58408,-73.94122
558,Brooklyn,Williamsburg,40.71973,-73.95582
559,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323
794,Brooklyn,Bedford-Stuyvesant,40.68991,-73.93179
562,Manhattan,East Village,40.72956,-73.97903
564,Manhattan,Theater District,40.75877,-73.98863
565,Brooklyn,Gowanus,40.67688,-73.9859
571,Manhattan,Upper West Side,40.79816,-73.9619
572,Brooklyn,Fort Hamilton,40.61927,-74.0307
574,Brooklyn,Bensonhurst,40.61922,-73.99399
576,Manhattan,Lower East Side,40.71813,-73.98416
577,Manhattan,Lower East Side,40.71892,-73.98401
581,Manhattan,East Village,40.72229,-73.97901
583,Brooklyn,Greenpoint,40.72595,-73.95298
586,Manhattan,Chelsea,40.74233,-73.99865
587,Brooklyn,Prospect Heights,40.67424,-73.96665
590,Brooklyn,Boerum Hill,40.68653,-73.98562
591,Manhattan,Midtown,40.74267,-73.98569
595,Staten Island,Shore Acres,40.61077,-74.06824
596,Brooklyn,Williamsburg,40.71126,-73.94576
1086,Brooklyn,Williamsburg,40.7111,-73.94643
598,Manhattan,East Village,40.72416,-73.9853
599,Brooklyn,Bedford-Stuyvesant,40.68516,-73.92521
600,Manhattan,West Village,40.73507,-74.00048
602,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946
605,Brooklyn,Sunset Park,40.66293,-73.99833
606,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167
611,Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219
612,Manhattan,East Harlem,40.79442,-73.93433
613,Manhattan,Hell's Kitchen,40.76166,-73.99675
616,Manhattan,Harlem,40.80903,-73.94197
618,Brooklyn,South Slope,40.66414,-73.98574
620,Manhattan,Midtown,40.75348,-73.97065
621,Manhattan,Lower East Side,40.72066,-73.98506
622,Brooklyn,Williamsburg,40.71746,-73.95497
2481,Brooklyn,Williamsburg,40.71787,-73.95585
4258,Brooklyn,Williamsburg,40.71923,-73.95684
623,Brooklyn,DUMBO,40.70257,-73.9847
624,Manhattan,East Village,40.72264,-73.9837
625,Manhattan,Kips Bay,40.73833,-73.98186
962,Manhattan,Gramercy,40.73677,-73.98084
3049,Manhattan,Gramercy,40.73679,-73.98177
626,Manhattan,Greenwich Village,40.73268,-73.99255
627,Manhattan,Chinatown,40.71892,-73.99628
628,Queens,Ditmars Steinway,40.77679,-73.91687
629,Manhattan,Lower East Side,40.71693,-73.98948
630,Manhattan,Gramercy,40.73685,-73.98359
632,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003
635,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866
636,Manhattan,West Village,40.72969,-74.00635
638,Brooklyn,Williamsburg,40.70832,-73.94157
639,Brooklyn,Bedford-Stuyvesant,40.68016,-73.94878
640,Brooklyn,Williamsburg,40.70875,-73.95508
643,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383
644,Manhattan,Chelsea,40.75127,-73.99637
646,Manhattan,Gramercy,40.73834,-73.9823
647,Queens,Elmhurst,40.7347,-73.88066
1363,Queens,Elmhurst,40.73587,-73.88279
648,Manhattan,Lower East Side,40.71876,-73.98851
650,Manhattan,West Village,40.73066,-74.00287
710,Manhattan,West Village,40.73312,-74.0042
754,Manhattan,West Village,40.73301,-74.00268
14050,Manhattan,West Village,40.73303,-74.005
651,Manhattan,West Village,40.73291,-74.00059
654,Brooklyn,Williamsburg,40.7184,-73.96019
656,Manhattan,Chinatown,40.71582,-73.99902
658,Manhattan,Harlem,40.81122,-73.94279
659,Manhattan,Greenwich Village,40.73129,-73.99944
663,Manhattan,East Harlem,40.79493,-73.94462
8930,Manhattan,East Harlem,40.79721,-73.94328
668,Manhattan,Upper West Side,40.79771,-73.96323
681,Brooklyn,Clinton Hill,40.68197,-73.96549
682,Brooklyn,Bushwick,40.70271,-73.91566
684,Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885
685,Manhattan,Nolita,40.72004,-73.99424
686,Queens,Sunnyside,40.74511,-73.92398
687,Manhattan,Chelsea,40.74599,-74.00253
689,Brooklyn,Bedford-Stuyvesant,40.68226,-73.95473
692,Brooklyn,Clinton Hill,40.68618,-73.96144
693,Brooklyn,Park Slope,40.67379,-73.98454
695,Manhattan,West Village,40.74031,-74.00532
697,Staten Island,Arrochar,40.59251,-74.06479
699,Staten Island,Arrochar,40.59262,-74.06659
1603,Staten Island,Arrochar,40.59193,-74.06476
701,Manhattan,Upper East Side,40.76928,-73.95021
45216,Manhattan,Hell's Kitchen,40.76714,-73.98784
702,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289
703,Manhattan,West Village,40.72953,-74.00462
706,Manhattan,West Village,40.73378,-74.00429
707,Manhattan,Lower East Side,40.72087,-73.99022
708,Brooklyn,East Flatbush,40.64468,-73.94219
711,Brooklyn,Fort Greene,40.69778,-73.97676
713,Manhattan,Harlem,40.82151,-73.94516
24296,Queens,Sunnyside,40.7461,-73.92146
715,Manhattan,Upper West Side,40.79433,-73.9765
719,Manhattan,Theater District,40.76217,-73.98411
720,Manhattan,Upper East Side,40.76128,-73.96463
721,Manhattan,Nolita,40.72313,-73.99438
722,Brooklyn,Williamsburg,40.7177,-73.95576
723,Manhattan,Upper West Side,40.78448,-73.97289
724,Manhattan,Upper West Side,40.78304,-73.97447
861,Manhattan,Upper West Side,40.78443,-73.97399
1298,Manhattan,Upper West Side,40.78292,-73.97438
37895,Manhattan,Upper West Side,40.78318,-73.97372
725,Brooklyn,Fort Greene,40.68737,-73.97125
726,Manhattan,Chelsea,40.74139,-74.0005
727,Manhattan,Lower East Side,40.71992,-73.98773
728,Manhattan,Little Italy,40.71905,-73.99677
734,Manhattan,Harlem,40.79951,-73.95257
735,Brooklyn,Williamsburg,40.71647,-73.93974
736,Manhattan,Chelsea,40.75114,-74.00195
37607,Brooklyn,Bushwick,40.70328,-73.92474
742,Manhattan,East Village,40.72454,-73.99151
745,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131
748,Manhattan,Upper East Side,40.76373,-73.96897
749,Manhattan,Greenwich Village,40.73388,-73.99452
750,Manhattan,East Village,40.72257,-73.98465
752,Brooklyn,Fort Greene,40.69135,-73.97321
784,Brooklyn,Williamsburg,40.70766,-73.95191
757,Brooklyn,Bushwick,40.70642,-73.91665
7476,Queens,Ridgewood,40.7073,-73.91775
758,Brooklyn,Clinton Hill,40.68156,-73.96537
759,Manhattan,Upper East Side,40.77368,-73.95198
760,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702
761,Brooklyn,Prospect Heights,40.67847,-73.97038
764,Manhattan,East Village,40.73168,-73.98662
765,Brooklyn,Prospect-Lefferts Gardens,40.65689,-73.9533
768,Manhattan,West Village,40.73729,-74.00807
770,Manhattan,Harlem,40.82977,-73.94071
771,Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489
