property_id,review_id
24691,300
33717,301
8446,21871
12242,309
31883,315
977,319
10172,325
38790,221
15101,328
2982,337
26737,363
10434,675
23610,676
42414,677
273,678
33636,680
19834,320
35616,323
11869,826
31486,1715
40835,1896
36621,4645
18323,3639
14438,324
31534,329
32064,340
31616,549
9520,17343
45755,346
43117,355
37633,5127
29450,357
12786,358
17506,360
29032,365
43980,367
5024,3633
10743,373
16169,377
24782,381
23843,387
46006,2
37909,535
47695,14042
27062,394
24193,397
39776,24913
84,404
41515,406
29518,2246
35493,593
26614,413
5261,421
9760,434
38470,1563
30910,2094
29927,436
30521,952
37563,953
18341,439
41732,455
44207,467
36353,441
25231,442
15889,858
18174,859
29610,445
17318,653
14952,2
14259,15860
29918,447
8472,452
41948,456
5979,460
26168,988
29247,489
34905,464
45749,469
4369,470
20873,487
11145,480
20683,32429
22695,482
45341,40028
24361,1325
2839,488
33279,2299
41197,490
37499,491
11224,495
11176,9887
17383,500
45212,1836
2377,1717
27344,508
5544,509
46244,510
4128,516
21249,517
38494,524
15265,525
22877,13138
18348,526
16821,527
33458,1161
45476,529
7655,530
33973,531
33883,532
4249,533
33949,538
14533,2190
8396,540
24076,541
5122,2
40056,545
31549,580
10092,548
43987,550
13140,552
34494,554
14972,607
1179,35993
35777,560
36086,563
44483,566
32190,567
40493,568
39479,569
38808,592
25915,10031
10098,1701
41085,31240
20650,573
47446,578
25987,579
17478,2
6103,584
25175,2017
26183,588
25862,589
38752,594
21420,634
3694,637
18167,3844
34304,4256
40024,4328
10795,7712
41272,10593
21233,26398
24438,601
1104,603
10046,604
5977,21656
46061,25325
26358,609
10968,610
41584,614
21736,615
17920,617
42288,1495
47154,3180
46611,631
19063,633
45500,641
12267,642
20664,5831
1808,645
37472,652
8437,2
2832,657
25936,660
46760,661
32745,667
8892,669
40394,679
16846,1050
1702,1051
18658,683
17435,2
36332,2
26190,688
31289,690
34546,718
15558,691
23854,2196
33765,694
21006,696
39361,2
12203,704
1679,705
43524,709
734,712
36124,25852
16486,714
3012,716
32063,762
39936,717
642,729
11502,730
14650,731
11029,732
24577,733
20243,23882
34484,737
4854,738
12986,739
29466,19249
47211,740
46097,1204
43659,741
13084,8690
24645,29599
46136,743
4630,744
48130,746
6741,747
44952,751
7656,753
48114,2
16234,756
47122,763
34623,4293
29435,5978
19385,766
8571,767
48442,769
41076,776
24611,779
20296,781
24431,2
44198,2021
25401,787
1119,17721
28415,789
15329,791
14270,793
44035,806
22113,812
33311,814
38441,828
40474,829
27645,6632
15587,832
25668,2287
11912,833
36990,1692
1324,834
34496,835
44051,1065
12179,1084
10715,836
44814,1542
26621,837
12573,838
12957,840
18648,1124
42013,1180
5941,5568
12339,2
17692,846
8807,847
31265,853
27387,854
11996,855
6729,856
46835,857
5881,860
6801,863
32408,864
10549,865
35563,867
14771,871
36584,873
29640,885
10701,874
8003,1058
46809,875
29729,882
12830,970
22739,883
10777,886
32279,899
18278,1001
36009,900
48369,3550
40317,902
12177,906
5449,908
6285,913
9131,912
358,914
40015,915
16338,2
12428,918
30985,2
38393,926
35704,1256
8761,1538
15686,927
7444,41939
33345,43594
18634,2
17491,2
25269,2
19051,930
13473,933
45034,934
32965,986
14458,935
43721,936
16431,14167
33540,15684
24695,937
2297,938
34485,940
37133,941
29865,942
46879,945
27080,947
32071,954
39014,955
13410,957
19148,958
13493,961
34765,963
11317,971
2476,964
39341,5515
42240,967
35649,969
21286,974
34790,976
41669,979
18464,2
8890,985
27776,998
19940,2348
65,994
10034,2511
21104,2704
19614,2894
10998,2896
15157,2903
42175,13032
41848,26969
47080,1005
46275,15894
27220,1012
45017,1016
33932,1018
35490,1023
42402,2221
1040,1024
11805,1032
9989,1036
3400,1037
15711,21542
26111,1038
38428,1156
1615,1046
25426,1048
39025,1052
33314,2536
13154,1053
38824,1054
30371,1056
40259,1479
30179,1618
47799,2
9656,1066
33177,1070
45762,17464
15959,1074
19620,1076
30601,35693
47000,1082
30807,25120
44651,36081
13844,1089
14154,1090
28668,2
14871,1093
2490,3872
39727,4899
8457,5049
39350,1094
30753,1096
34521,1099
32624,1103
30763,1711
13271,1112
14262,1118
17380,1120
42742,1123
41063,1130
8907,1135
2739,1136
34289,2
25528,1140
47167,2
23847,1148
13554,1502
25178,1151
19906,1152
7317,1153
43934,1158
41147,1159
20316,1160
12272,1162
25087,1719
44819,2519
15520,9186
15108,34017
12072,1164
27733,1174
7214,1175
19866,1176
24993,2099
28659,1179
30305,8992
12042,1199
30675,1201
697,1206
85,1207
25011,1208
48517,1210
16615,1217
30465,2
20716,1221
15544,4346
9739,1226
11498,1228
44944,1232
41219,23448
26975,42692
34629,1239
12029,1241
45544,1764
1472,21460
34239,1247
43672,1253
6533,1255
33085,1257
2715,2192
27092,2
2574,1265
26515,1273
35438,1275
33760,1283
40896,1285
38771,1489
21225,3283
12665,1286
11751,1287
8548,1294
12932,1808
31881,5821
11842,1295
36298,1296
44711,5836
42008,8090
10644,8091
26202,31820
1893,2
1927,33829
25364,34410
3337,1299
16879,1300
41695,1305
21217,1306
38457,1308
6006,1309
5532,1311
2929,1313
48077,1314
13014,1317
34210,1322
29445,1328
12322,1329
23228,1330
2316,1333
22781,1337
37386,1338
44656,1342
24097,1343
34114,1345
15234,2
30983,2
38789,1356
23478,1361
29916,1369
23862,1372
14988,2582
31508,21060
7627,23517
48036,1377
43440,7705
18985,1378
48396,1737
47624,1380
14009,2
14586,16411
11366,1394
41535,1395
19483,1397
35532,1696
39598,1398
26298,1402
28847,1404
24767,1405
28007,1408
40990,1412
37787,1413
15651,1417
16671,1418
35910,1419
35420,16362
2324,1421
17931,1422
26986,1423
17812,2183
41148,1424
38222,1426
39637,1427
20770,1428
38306,20033
41951,1432
37116,1436
20850,1449
13233,1452
38381,8329
40831,1456
8736,1457
36449,1458
19455,1461
27857,1465
36673,1470
8637,1471
24915,1474
490,2140
45475,1473
34119,1492
44279,2
34369,1480
5594,1481
3260,1482
23264,1485
45589,1486
17982,1487
27523,1490
42618,1496
45622,1499
28603,1500
1207,1503
46322,26194
6358,1511
34413,1513
763,1517
45824,1521
37701,1522
43757,1525
39548,1526
19651,3592
37260,8560
35142,1528
6890,1529
6451,2681
15285,9913
23670,1533
14057,7927
27924,1534
11150,12210
11123,1540
28373,1552
4045,1545
23829,1546
11939,37178
13240,2
2996,1553
33483,1555
32124,1558
25775,1572
8990,1560
11612,17529
3821,1561
40127,1688
14845,11359
6167,1565
39706,1567
45897,2
44956,1580
35360,6055
43423,1584
28145,4512
31519,1586
18159,1587
24884,1588
14944,1590
14554,1592
5332,1594
36700,7326
34070,1596
4987,1600
2780,4077
32448,19965
32644,1601
12415,1743
6133,2763
39826,1602
36291,1606
38338,1607
42602,1614
8898,2
14341,1624
22651,1625
14190,1626
29907,1629
12229,1631
24885,1633
24094,4091
26888,39296
42180,39299
28961,1637
38271,1643
34729,1645
5905,1647
27667,4318
17971,2
9786,4821
43298,5183
15529,5227
195,5778
40754,5779
5242,6130
4708,6279
29469,7850
11160,10471
10128,12463
30998,2
31382,2673
34986,19271
42059,22413
26234,17301
88,1650
585,1655
17078,1659
13301,1660
38934,3843
39348,8421
27741,1662
7093,1664
18398,2680
43670,1663
28117,1668
9553,14012
12620,1669
10860,9254
9086,1674
31977,1675
27903,2176
12913,16594
47557,36753
29819,36754
37986,1679
47459,1680
30325,2
45606,1690
45389,1691
10400,1693
3004,1694
23958,1700
43548,1930
5065,1706
43507,1710
4166,1714
42373,1725
37919,1727
5171,2
18230,14887
21232,1735
8644,1740
11313,1742
16179,2
48058,1748
45433,1750
24653,8035
17629,1769
18335,1771
30577,1774
27640,1776
14626,1777
48073,3290
5455,1778
7175,15321
33354,1781
47860,1782
26197,1785
3913,1786
45377,1792
32768,1794
46449,1800
4657,1802
40584,2
18571,1812
46168,1886
41435,1907
27087,1909
19219,1814
3775,1815
10600,1817
25974,1819
28116,1816
22608,1820
38084,1822
46374,1980
34537,17587
38562,1824
15999,1827
34236,1828
22039,1829
30365,1830
36877,1831
25344,1832
21153,1833
23861,1838
38814,1839
30870,1840
44140,1841
12346,32818
30058,1842
43504,22012
39242,1843
26935,1845
22340,2058
10470,2086
22045,1849
25221,1850
1350,2
14802,1855
25099,1856
1751,1954
3064,1857
1395,1865
23994,3106
36027,21548
41531,2
38173,1871
41517,1877
34062,1878
3661,2488
25497,1881
13148,1887
44529,1892
36538,1897
8414,1898
15647,1899
18045,1901
33455,1908
26729,5634
6998,2
12048,1910
41823,1916
42487,35839
42091,1923
16518,4336
19282,1927
36138,1932
15875,2899
45567,1933
32941,1934
7864,1935
2731,38339
11818,1937
44880,1939
19113,11049
27324,1940
26456,2331
46631,2369
7632,2416
9825,2
28077,1943
47986,1945
8281,2971
43285,1949
8035,1950
24447,1951
10521,2060
21255,1952
7662,1953
9464,1955
40854,1957
29510,1971
8864,1958
1321,1959
8341,2
48336,2
19162,2
29465,1966
7749,1975
20780,1976
18416,15619
28623,1978
10602,1979
9204,1983
41699,1989
23028,2121
28899,2250
11985,7757
6326,2
11539,1993
42649,2006
23339,2007
36457,1998
40530,1999
41782,2003
4259,2010
17085,4845
33505,2012
9320,2013
10245,2286
43917,2897
31270,2019
31219,2024
43704,2025
42130,2077
31860,2163
126,2026
24570,2027
45939,2031
39307,2037
44038,2038
28664,3868
10880,2044
23034,2696
24075,2046
42549,2768
41387,2048
12395,2
22112,2050
13196,2051
11736,2053
30267,2054
18579,2056
33271,2068
2048,2069
31541,2070
29012,2080
34260,2733
144,3002
25990,2084
11453,24832
24188,2087
35274,2089
36926,2090
11072,2092
17062,2098
37135,6103
40991,2
47342,2106
508,2115
15939,18318
45552,2120
25298,2827
9038,2122
44590,2132
39512,2134
46167,2141
32636,2143
47674,2145
39367,2146
12778,2856
12341,8699
19418,2152
18207,9023
43914,14314
38640,2156
36112,1753
23139,2463
62,2161
32507,2
31876,2162
19812,2164
3123,4773
15316,2
31215,2167
34447,2168
16360,2171
38681,4987
27797,2173
15640,2174
9513,2178
45688,6236
9081,6730
35522,3893
28926,2185
32436,2195
27971,2198
15552,2201
10473,2203
32407,12854
44770,19787
18871,2205
46169,5181
15055,2207
45026,2591
7081,14511
39672,10755
10556,2213
25705,4095
12134,4533
1700,2215
35512,2217
42555,2439
10424,2218
45200,2219
24548,2224
31603,34904
25799,2226
45163,2227
24354,2231
27179,7730
8555,2236
2258,2239
36952,2241
20710,18220
18506,2242
22528,2245
3762,2247
4968,2289
37393,4216
18342,4353
2625,4399
5680,43494
38959,2
25211,2249
48501,3819
29955,3881
22631,17033
548,2253
31292,2255
32521,2269
20973,3150
31374,21076
24612,40952
13211,2272
38391,2274
160,33651
19212,41280
46859,2276
16532,2279
7797,13712
21434,2280
44299,2281
2085,1487
11647,2285
32642,18221
4032,2288
45532,2305
30765,2291
45442,3787
12085,2
24046,2292
4016,2295
2350,2
24414,2
10374,2298
46010,2304
34999,2307
13497,2314
9719,2
23274,2317
21386,2320
19724,2324
19390,2326
30506,2327
2059,2332
43742,2333
11337,2335
26945,2340
43102,2341
32265,2345
6082,2346
9129,2349
5264,2350
22411,2351
29195,8757
2802,2354
17673,2
27146,2356
11175,2358
14250,2
23642,2365
46563,2366
36769,2370
46598,2373
30345,2
26971,2
1031,2380
40858,2382
9605,2755
14245,6692
19140,2383
31759,3465
25589,2384
32151,2390
6154,2393
3590,2394
31397,2
24433,2396
14399,2
48049,2483
43287,2400
9902,2403
45640,5091
44649,2405
45502,2407
40836,2408
24778,3053
7258,2412
34394,5189
21653,2417
17725,2420
44147,2523
25056,6294
37319,11165
28553,2423
45001,2427
2374,6045
11409,2432
36524,2433
9961,2
18064,2435
3465,2436
22745,2438
25856,18102
37354,2441
14423,39685
26961,2445
1198,2446
24810,2448
43329,2454
10427,2455
44480,2461
5879,2467
6508,2486
5960,2517
22632,2546
31880,2723
9859,2765
33253,3022
7180,3289
196,4220
18790,7275
7803,17944
3174,43497
40540,2458
13714,2460
16795,2465
21886,2466
12455,2468
18948,2471
35386,2474
28604,2477
8234,30781
44296,2490
26782,2491
23163,2
18202,2495
17660,2501
28800,2499
10188,2506
45868,2507
18065,2
3793,2687
37340,2510
8871,2512
45076,2614
37342,2513
12812,4430
3353,2525
36121,2526
46862,2527
40012,3060
22774,2531
8145,2532
15053,2
41351,17407
38214,2
47922,2535
15275,2541
18700,2550
29028,2555
42951,2556
46329,24067
11728,2558
21909,2
6705,2561
22883,2564
38115,2565
27188,2566
29996,2567
20598,2576
33791,2577
14364,10848
28461,10849
25454,2579
11137,16857
12367,2581
9672,2
42149,2585
45105,2589
33336,2593
36768,2
40271,2595
25362,6392
32698,2597
11753,2598
4472,21852
18465,2599
46102,2601
7231,2603
7391,2604
32112,5052
35582,2615
32209,2623
35408,2624
28928,3029
28651,3030
23432,2620
31650,2621
45757,2625
22696,2626
27852,4672
10524,2633
21205,2637
5915,2638
9206,2
14390,2641
5452,2642
34529,2643
41679,2646
45409,2
43854,2649
47196,2651
19828,4330
6612,2652
34140,19129
18302,19130
9830,2658
22119,2
37818,2663
2068,2665
48500,11369
41846,2
47493,2
37356,2677
28233,2679
46082,5463
45973,5521
25789,8276
32647,20846
35806,20863
28313,24477
8602,26572
16398,29141
24393,40425
40238,2682
24030,2685
33028,2686
48280,2697
48248,2699
18614,2810
39847,2691
4718,8792
17182,11634
5173,2
44694,2698
7233,2700
47383,2701
35030,2703
2826,34898
16713,2709
43337,2710
6733,2711
24831,2712
17364,2715
37811,6934
30272,2720
41247,4128
43758,2722
4911,15787
10340,18153
31530,2728
17539,2729
11418,3682
44803,2732
31800,2734
25723,3156
45672,2743
16783,26900
15493,2
8499,2744
6583,3411
10584,2746
46989,2794
1944,2747
6194,2748
1287,2762
25139,2764
23697,3016
37632,2777
26771,2782
35234,2783
24620,2785
2901,2786
36091,2787
21033,2788
12984,2793
45767,2795
13743,2796
7921,2797
30668,3453
14325,3837
41004,19727
12375,2801
29745,3310
31954,2805
9289,2807
39338,2812
3205,2814
42739,10725
43544,2819
8450,2955
39653,2821
9941,2823
28980,18249
3185,2826
24152,2828
148,2830
4562,21463
37653,21466
23155,2831
27407,2834
42315,2844
10500,2850
4593,2852
19560,4988
13274,7327
34856,2855
20080,23985
18573,25086
32604,2869
11489,2879
8988,2880
30318,2883
25979,2884
5165,3170
47978,2
46658,2887
41970,41863
32050,2888
1385,2889
16483,2931
17856,2932
147,9294
5576,9390
43466,9391
25811,10055
14384,2891
37136,28528
31212,2895
4895,2
45366,2900
31803,2901
14639,2902
47725,2904
25860,2
35900,2908
26016,2909
23600,6450
10314,2
32806,2911
48389,13893
25059,2914
28823,2915
16577,2916
9148,2917
24779,2918
37782,2919
5526,2920
32913,2922
14920,2
30721,2928
45803,6267
38169,2929
30495,2934
36600,2935
12336,20714
21534,2936
19621,2939
33001,4772
18094,2941
21088,2942
20108,2944
33476,2948
17615,2
23858,2957
10080,6161
36971,6162
39719,2963
45724,2964
45849,2966
2202,3031
18009,3207
21967,2974
3824,5607
41445,2977
44242,2979
8721,3840
11468,2980
41168,3558
32603,2982
18725,2983
21160,6862
26938,2985
44733,8747
8147,2988
46752,2989
17625,6861
15206,37943
1044,2
23605,2
9465,2
31078,2992
8853,2994
27945,2996
8556,2998
47598,3368
7319,16879
23485,3001
11445,2
7549,3007
45946,3010
19543,44135
28336,3021
7061,2
18737,3033
31592,891
16516,3036
40865,3178
1564,39004
28786,3040
29602,3173
31784,3041
27876,3044
47234,3123
3325,3128
12130,3275
6772,8302
39683,3046
14183,4168
22554,17277
24403,3052
25220,3054
36820,3058
9149,2
37584,3066
15355,18029
25510,3067
18580,3073
30882,3074
31670,4257
47405,3076
29212,3078
18410,3088
14473,3089
3307,2
28069,3094
41597,3099
36214,18183
40510,3166
39703,3107
38431,3113
3771,3117
46772,3121
23159,3124
28545,3125
27552,2
46388,3132
6578,3146
25752,3155
34393,3136
24850,3138
39854,7098
14517,2
42101,3147
8837,3151
1276,3152
45123,2
33098,3157
45728,4059
4460,23157
19238,2
19800,3158
45901,3162
33386,3219
26041,11076
32031,3168
6575,3169
16743,3171
29472,3175
26434,3182
16670,1603
975,3190
7854,3720
23857,3191
23630,2
6480,3197
37322,3198
33154,3199
31308,3200
36710,7934
33149,3216
45032,3405
18332,4558
44288,4931
22075,8951
43251,10690
17167,20212
34619,20275
21832,3220
46709,2
28378,2
43479,3225
15064,3270
23499,3234
13772,2
43134,3250
26327,10510
44845,10677
22057,3256
15932,3258
20601,6104
43528,6105
12808,11970
21053,17547
44910,22256
33642,3260
1920,3262
37553,3264
15629,3266
30505,3267
1741,3273
48045,3282
11335,3287
19446,3288
26077,3296
33731,3303
27028,18134
19738,40555
22225,6034
40949,7129
37402,22043
3278,3308
28187,3798
29867,3311
26700,3313
41092,3316
19470,3317
16279,3323
41043,4372
31169,3326
4148,3496
21478,22026
32378,2
20692,3334
14036,4469
45066,5403
43771,3344
27491,3348
12453,3352
22547,3357
11056,3518
36408,4044
35028,5525
42275,3353
47265,12965
41091,3361
42544,3364
16203,3370
16004,3371
25069,4053
35216,32213
21231,2
7286,3375
23781,2
44074,3379
46542,13943
44525,3385
26012,3388
12176,3392
3570,2
25303,3393
29738,3394
14182,2
45357,3398
34293,6537
10225,3401
17923,5141
45090,6598
29720,4579
25679,7151
1911,11398
17185,11400
23186,16275
21705,19458
40257,21923
36996,23240
38993,23415
29814,2
3452,2
33114,24765
36006,2
28465,29720
2981,31405
22980,32259
31502,21038
9815,2
1842,2
6782,2
4582,3407
4247,3486
1521,3408
15452,3409
48050,2
20764,3415
39343,3417
16861,3420
17527,3424
5429,3431
24322,3437
29207,20522
2927,3438
44702,2
14601,3444
16924,3447
42590,2
23000,3460
48423,13041
23087,13092
34778,3462
23787,3470
30615,3474
48075,3478
30067,3487
10357,3493
39043,2
43526,2
22568,3499
7263,3500
15336,3501
12996,2
10065,2
15062,2
3472,3504
21112,3510
23586,15501
1088,3516
10413,2
36348,3525
46034,2
31282,3530
29707,7686
16814,7758
5390,3532
20089,2
18415,3543
23518,3544
29886,3545
46663,2
36045,3548
44108,3549
9634,3551
1524,3552
14656,4896
36209,3556
20693,5080
18340,3562
43938,3565
9178,3567
3145,3572
9822,3575
44571,3579
19112,3580
5016,3581
25749,3582
41750,2
36578,3584
17858,3586
25230,7982
16996,8461
17719,3601
9779,21294
4959,25873
19403,3605
17997,3607
3737,3610
31156,32928
25851,3612
16240,3614
21987,3615
24701,3624
20887,3625
7772,3627
8380,42821
19134,3631
12503,3636
5180,25982
21314,3703
42196,7149
46445,2
6015,3643
37387,20139
25424,3646
13992,3651
24818,3656
17915,2
23245,3658
1691,3661
44690,3662
16198,3664
41157,13514
23193,2
9872,3688
140,3689
36489,2
1855,3695
43949,3697
11872,3706
17322,2
24849,2
18787,2
9589,3721
18983,3724
27069,3728
18253,3735
30877,3736
612,3740
17372,34932
16192,3745
46875,3747
20042,3748
32218,3751
11686,2
48072,2
18307,2
9137,3761
30953,2
237,42748
7600,42754
995,42928
14908,43412
25446,3771
28865,5575
37973,3778
19104,3780
24339,2
31442,3789
13197,3790
23640,2
39822,3792
27904,3794
32258,473
14502,3800
41258,3804
18254,3805
4706,2
1647,3807
21319,3808
617,3810
2517,4356
41792,2
23612,3818
12240,1792
35410,3823
34894,3825
4199,9681
27821,3826
37076,2
24893,2
23710,3839
26346,2
15681,3842
12264,13316
18703,3848
1661,3849
14436,3851
13894,3853
22341,3854
24618,3855
376,5343
7335,2
20837,3860
39607,3918
46057,3635
35711,2
30384,3866
21295,3867
34414,3873
47370,26791
21716,3877
46434,3879
2827,3880
44267,3885
38765,3889
32557,2
7885,2
4119,3901
45033,3903
30443,3904
40247,3905
13055,3907
46883,3913
18096,6992
22519,3915
39603,3916
41902,3919
10787,3921
41393,3922
6266,2
45169,2
25324,3928
6901,3929
3662,3930
40028,3931
16893,3933
22848,3937
5548,3943
39731,3944
28320,2
20334,27923
19536,32457
29915,32554
47,3947
45110,15433
39467,3948
42880,3951
43140,3954
8811,3955
29115,3958
19728,11802
7440,3959
26333,2
46448,3964
7985,3966
10722,3967
17848,3968
16178,3972
537,2
42014,3976
23236,3977
36246,3978
8497,25894
11738,3979
44356,2
6281,3983
20968,3989
35839,3990
11982,2993
17950,3992
11743,3993
10797,3994
3055,3995
31380,3997
1369,3998
8405,4001
35384,4002
5335,7200
42479,4007
37181,4010
4398,17863
16619,4011
24942,4012
9881,4013
39516,4014
10605,4016
15973,4017
16747,13604
45618,4027
1831,4033
33086,2
20520,4037
17263,4038
564,4041
28321,4042
35823,4043
46404,4045
41844,4051
26815,3609
16172,4055
8378,4060
8175,4062
24363,4291
695,2
25504,11189
37149,4070
42300,5324
22635,4071
16580,4074
8288,4080
6661,4081
28126,4082
45850,17016
35034,4086
2841,4087
42813,2
10851,4088
303,4090
42561,2761
23388,4094
27215,4098
23288,2
22717,4101
427,4102
10459,4104
45203,4109
39970,2
2924,4112
8770,4114
5722,4115
35432,13364
37370,36039
37675,18328
37501,4119
33210,4129
46873,27051
12919,8429
7227,12265
31130,2
20566,4135
32246,20370
17787,4138
21787,4139
2943,4140
11518,4147
44080,10416
42453,4152
41195,4153
37084,4154
33609,5711
14634,14595
20979,37298
43330,2
33849,4157
8193,8026
2376,19061
7604,40993
37307,4160
10642,4162
38925,7376
28393,4163
34600,17805
46178,33767
19289,34824
32261,4164
39465,4199
30012,4269
13144,26628
5660,4165
32095,4167
27937,4172
13479,4175
28434,4176
44772,4178
25717,4182
33234,4188
23996,4191
22455,6778
14826,2
15454,4499
22607,4201
28404,4202
23774,4203
11860,4204
34022,4207
20001,11124
43487,17762
31760,4212
12452,4221
34712,2
44082,2
28700,4231
5764,4232
20303,4233
25065,5478
35399,7208
30828,22541
34893,2
18430,4239
5287,4084
26661,4242
4790,2
43095,2
21854,2
4947,4249
41891,4252
39103,4255
21622,4258
27637,4407
3462,22141
19240,4262
28445,2
29455,11156
19522,4270
3909,4273
14222,4274
28933,5244
42868,5246
35737,7091
11803,4275
39897,4281
18265,4282
46472,4286
46561,4289
12737,4294
13615,4295
27594,4296
11097,4298
32673,4304
22095,4306
45979,4309
28898,4311
5946,4316
30841,4313
27076,4317
13432,4326
12106,4327
17886,4329
15363,8696
4387,4331
34028,4332
26924,4338
10454,4341
32461,19077
41386,4347
23385,4348
45773,4354
29395,4359
25707,4360
26276,4361
30330,4366
8022,4602
36781,9323
16108,4374
16033,2
6745,4382
8206,21379
3451,30454
47299,4384
19073,4386
29550,4387
11750,4390
29458,4392
31229,4397
18936,4400
41940,4402
142,2
11788,4405
5726,4414
6340,10775
31635,19781
4967,4416
41303,28186
1935,4448
44587,4426
14176,4427
7274,20053
42989,4431
42838,4629
41519,4439
10059,4440
5417,4446
1650,4449
15518,2
30509,4450
43420,4453
27837,2
2110,4460
11768,4464
11466,5610
16366,2
20149,4467
46409,4468
41220,34402
33618,4471
41912,2
28969,4474
17107,4482
1371,4494
22067,6004
36615,4496
23693,4497
35147,4506
48232,6089
17316,6588
2941,7597
47160,4510
3286,2
28817,4511
27643,12832
6596,4516
42060,4519
385,4525
45775,2
46838,4529
8908,31071
36570,4530
27602,4531
40951,2
44218,4536
48144,4537
43464,2
40179,4539
48531,4541
34525,4542
7932,4543
41432,4545
39118,4549
1422,2
8614,2
27684,4565
42767,4567
9158,9249
18932,4568
31901,4569
24713,4572
12537,4575
34398,5662
410,4580
9803,2
18855,4583
32958,4585
19495,4590
15756,4594
5340,4595
7936,4596
23570,7489
22246,4612
24901,18631
32529,4613
45480,4614
21790,4616
30229,4622
38221,4623
8049,38981
46982,2
12906,2
38111,18866
10238,2
31526,24020
33694,4641
854,4643
21774,4646
32224,4982
28876,43852
34889,4649
29608,4652
25490,4653
14128,27428
4160,2
17680,4660
28981,4664
47511,10660
32719,4672
29877,13272
26884,2
42991,23918
14132,4676
10577,4678
24475,4680
45434,4681
13305,3719
22571,4689
45805,2
15169,2
1734,2
4225,2
31551,4701
32113,4707
13474,4708
14664,2
23952,2
41507,2
7666,4718
10277,9573
46741,9574
34112,2
25977,4724
10882,4727
38491,4728
37907,4729
21419,4726
9094,19018
33786,4730
35786,4732
43961,4763
35153,5954
825,6028
32474,4734
17560,2
15553,4461
28746,4741
21392,4742
16801,2
5149,4746
17412,20715
8547,23007
6454,4753
10766,4757
36583,36702
4707,4765
40192,5177
2018,4771
31224,837
32514,4776
41892,4778
27574,2
18611,2
47534,4791
5256,4793
11253,7124
45308,4798
33560,4810
35569,6801
44872,22321
21404,4827
23549,13752
30460,13753
7783,13754
6377,15105
33692,17612
30958,17613
2543,20485
5597,20486
47969,20590
39109,20683
38555,37495
23299,4829
34458,4832
14209,4833
11880,4834
3171,4835
44203,2
8927,4841
11202,4843
42589,4848
43799,4851
25961,28830
21216,2
23814,4858
38741,5156
25913,4865
35083,4866
39675,4868
31138,4869
40109,2
47632,4871
27545,21148
7400,4872
29022,22745
9539,4876
15827,4879
10110,2
30196,4882
22042,4883
30811,4885
17817,4886
40331,4887
21702,34215
14543,4890
17574,4891
30376,2
18762,2
35738,4903
36780,4908
20359,4913
16161,4914
16543,4915
46840,35594
41717,35596
36400,40332
4637,4922
4565,5777
11781,4928
13532,8147
34306,14679
6439,15262
7468,18127
34099,21142
46533,24538
1172,24885
40541,26542
18708,34284
19468,37094
38249,4930
23234,4932
42428,4933
23524,2
44735,4942
7638,4943
19549,4944
30886,4945
20853,4947
27228,4954
28199,9855
34044,16170
4087,4955
31733,4957
38229,4958
5918,4960
33172,4961
33350,4962
45613,4966
15384,4968
7304,4969
25078,4970
44830,4971
19047,4974
4834,4975
2843,2
25434,2
23002,36669
