review_id,number_of_reviews,last_review,reviews_per_month
346,42,7/6/2019,1.21
355,131,5/26/2019,1.31
5127,47,5/23/2019,0.8
357,136,6/17/2019,1.37
358,43,7/8/2019,0.45
360,31,3/1/2019,0.31
365,13,9/21/2015,0.13
367,380,6/26/2019,3.83
3633,2,9/23/2016,0.05
373,1,1/2/2016,0.02
377,116,5/11/2019,1.17
381,35,6/1/2019,0.35
387,35,1/3/2019,0.36
535,211,6/15/2019,2.21
14042,4,2/7/2017,0.1
394,38,6/3/2019,0.54
397,3,11/6/2014,0.03
24913,30,7/1/2019,1.28
404,105,6/6/2019,1.07
406,263,6/24/2019,2.69
2246,248,5/5/2019,3.27
593,154,6/19/2019,1.63
413,115,5/25/2017,1.18
421,34,1/5/2016,0.58
434,8,12/11/2018,0.09
1563,8,3/9/2019,0.11
2094,7,12/21/2018,0.09
436,25,2/12/2019,0.3
952,10,10/24/2018,0.12
953,14,4/4/2019,0.16
439,53,11/16/2018,0.55
455,41,6/1/2019,0.43
467,31,5/1/2019,0.32
441,175,6/28/2019,1.8
442,38,5/8/2018,0.42
858,33,6/10/2019,0.39
859,30,1/1/2019,0.35
445,27,10/8/2017,0.28
653,7,10/7/2018,0.08
15860,2,10/7/2018,0.09
447,43,5/20/2019,0.44
452,37,7/3/2019,1.79
456,3,8/31/2014,0.03
460,205,12/31/2017,2.31
988,269,6/5/2019,3.09
489,43,1/3/2018,0.47
464,54,6/16/2019,0.56
469,480,7/7/2019,6.7
470,34,6/15/2019,0.35
487,17,10/1/2015,0.18
480,41,6/16/2019,0.43
32429,3,7/6/2019,3.0
482,117,5/21/2019,1.21
40028,5,6/23/2019,2.31
1325,61,7/6/2019,0.81
488,3,2/15/2016,0.04
2299,29,6/29/2019,0.48
490,168,7/6/2019,4.6
491,241,6/24/2019,2.49
495,49,5/7/2019,0.51
9887,14,5/27/2019,0.3
500,99,6/27/2019,1.04
1836,79,7/7/2019,1.04
1717,211,7/2/2019,2.63
508,227,6/18/2019,2.4
509,80,7/6/2019,1.55
510,5,12/3/2018,0.07
516,89,7/1/2019,1.0
517,1,4/20/2014,0.02
524,81,3/28/2019,0.85
525,43,6/29/2019,0.45
13138,22,6/30/2019,0.52
526,52,10/31/2018,0.54
527,160,6/25/2019,1.68
1161,61,5/7/2017,0.71
529,35,6/18/2017,0.37
530,225,6/12/2019,2.35
531,401,7/4/2019,6.62
532,72,6/17/2019,0.84
533,46,12/30/2018,0.97
538,295,6/12/2019,3.9
2190,18,6/16/2019,3.05
540,50,3/30/2019,0.65
541,273,6/24/2019,2.85
545,72,12/26/2016,0.76
580,59,1/5/2017,0.62
548,8,9/17/2015,0.09
550,330,6/20/2019,7.14
552,55,4/30/2019,0.59
554,258,6/25/2019,2.7
607,235,6/29/2019,2.49
35993,13,5/26/2019,2.22
560,258,5/28/2019,2.9
563,9,6/30/2019,0.2
566,1,4/21/2019,0.37
567,25,8/29/2018,0.49
568,2,2/8/2018,0.05
569,152,6/25/2019,1.6
592,115,7/5/2019,1.21
10031,28,6/15/2019,0.6
1701,2,8/3/2018,0.02
31240,9,6/12/2019,0.62
573,19,6/3/2019,0.35
578,33,5/25/2019,0.38
579,99,2/28/2019,1.04
584,82,5/21/2019,0.87
2017,24,2/12/2018,0.31
588,59,10/26/2018,0.63
589,6,1/2/2015,0.08
594,164,7/1/2019,1.73
634,43,4/14/2019,0.46
637,120,6/19/2019,1.28
3844,16,5/19/2019,0.28
4256,72,6/8/2019,1.14
4328,8,10/7/2018,0.13
7712,94,6/26/2019,1.85
10593,20,1/3/2019,0.45
26398,52,6/10/2019,2.48
601,59,6/24/2019,0.64
603,52,8/14/2018,0.55
604,278,7/3/2019,2.95
21656,30,4/1/2019,1.08
25325,31,4/24/2019,1.37
609,109,10/2/2015,1.15
610,1,7/9/2013,0.01
614,19,7/31/2018,0.25
615,61,5/18/2019,0.65
617,65,7/31/2017,0.74
1495,28,5/20/2017,0.34
3180,8,6/11/2017,0.12
631,124,5/25/2019,1.32
633,147,6/30/2019,1.57
641,229,6/21/2019,2.45
642,108,6/19/2019,1.36
5831,63,6/24/2019,1.15
645,5,10/2/2016,0.05
652,4,7/3/2015,0.06
657,11,9/25/2017,0.12
660,241,6/29/2019,2.6
661,176,6/29/2019,1.89
667,2,6/25/2015,0.04
669,72,11/26/2018,0.77
679,56,7/6/2019,0.66
1050,30,5/24/2019,0.37
1051,55,9/30/2018,0.64
683,30,5/31/2019,0.8
688,216,7/1/2019,2.31
690,53,8/12/2017,0.57
718,17,5/3/2017,0.27
691,247,6/21/2019,2.65
2196,179,6/9/2019,2.39
694,20,12/30/2015,0.23
696,143,6/30/2018,2.83
704,51,6/2/2019,0.55
705,20,4/1/2017,0.33
709,10,12/31/2018,0.46
712,69,1/1/2019,0.91
25852,2,12/16/2018,0.28
714,95,1/2/2019,1.02
716,171,3/31/2019,1.84
762,130,6/2/2019,1.42
717,20,6/9/2019,0.59
729,10,6/24/2019,1.02
730,38,7/1/2019,0.85
731,15,6/9/2019,0.17
732,20,1/21/2019,0.42
733,25,6/15/2019,0.96
23882,21,6/16/2019,0.91
737,26,2/16/2019,0.33
738,244,6/25/2019,2.74
739,21,1/15/2019,0.29
19249,19,6/15/2019,0.62
740,270,7/7/2019,2.95
1204,251,7/7/2019,2.92
741,16,3/27/2019,0.19
8690,14,5/6/2019,0.31
29599,6,5/31/2019,0.58
743,30,6/28/2019,0.33
744,5,9/7/2015,0.06
746,9,6/25/2019,0.19
747,45,5/26/2019,0.52
751,6,4/21/2019,0.07
753,35,6/30/2019,0.38
756,54,6/24/2019,0.88
763,15,6/8/2019,0.25
4293,56,5/7/2019,1.06
5978,75,6/19/2019,1.52
766,208,6/11/2019,2.32
767,3,6/20/2017,0.03
769,1,3/18/2017,0.04
776,107,6/25/2019,2.38
779,29,6/25/2019,1.57
781,232,7/6/2019,2.52
2021,5,2/19/2017,0.08
787,36,11/12/2018,0.47
17721,28,12/13/2018,0.8
789,1,5/6/2013,0.01
791,5,9/11/2013,0.06
793,101,10/31/2015,1.1
806,5,9/9/2014,0.06
812,209,7/4/2019,2.38
814,17,4/1/2019,0.19
828,17,5/20/2015,0.19
829,1,3/24/2014,0.02
6632,1,4/2/2016,0.03
832,98,5/31/2019,1.07
2287,73,6/7/2019,0.99
833,63,5/18/2019,0.89
1692,31,6/28/2018,0.53
834,2,9/21/2017,0.09
835,18,10/10/2018,0.2
1065,6,11/1/2013,0.07
1084,2,5/29/2012,0.02
836,24,12/4/2013,0.28
1542,2,5/6/2013,0.03
837,1,5/13/2018,0.07
838,2,1/2/2018,0.05
840,93,7/7/2019,1.12
1124,22,5/20/2019,0.26
1180,46,5/27/2019,0.54
5568,29,5/5/2019,0.5
846,44,6/26/2019,0.49
847,158,1/2/2019,1.77
853,16,9/1/2018,0.18
854,123,2/28/2019,1.42
855,14,8/19/2015,0.22
856,65,12/30/2018,0.73
857,50,6/3/2019,0.56
860,13,1/31/2019,0.15
863,216,5/14/2019,2.44
864,98,5/1/2019,1.09
865,61,6/2/2019,0.86
867,136,7/1/2019,1.52
871,47,6/30/2019,0.57
873,207,6/16/2019,2.29
885,219,6/19/2019,2.44
874,72,7/3/2019,0.81
1058,28,5/12/2019,0.32
875,22,5/2/2019,0.25
882,160,7/2/2019,1.8
970,2,10/8/2018,0.02
883,78,2/8/2019,1.22
886,66,12/10/2017,0.94
899,42,6/24/2019,0.47
1001,62,5/17/2019,0.7
900,118,7/1/2019,2.11
3550,150,6/28/2019,2.42
902,15,6/24/2019,0.21
906,202,6/19/2019,2.29
908,62,6/1/2019,0.76
913,110,5/26/2019,1.27
912,77,7/1/2019,0.88
914,56,7/16/2018,0.64
915,7,6/7/2012,0.08
918,7,5/31/2015,0.09
926,11,6/23/2019,0.13
1256,19,5/20/2019,0.24
1538,18,5/30/2019,0.22
927,5,6/29/2019,1.47
41939,8,5/16/2019,2.4
43594,3,5/15/2019,1.1
930,34,4/7/2019,0.39
933,30,4/13/2019,0.34
934,214,6/2/2019,2.45
986,165,7/3/2019,1.88
935,12,4/15/2018,0.14
936,6,7/30/2018,0.09
14167,2,7/22/2018,0.14
15684,5,4/8/2019,0.36
937,156,7/4/2019,1.8
938,30,12/29/2018,0.74
940,3,4/24/2019,0.09
941,272,6/27/2019,3.18
942,63,1/1/2019,0.82
945,63,6/30/2019,0.71
947,80,5/26/2019,0.92
954,20,6/6/2019,0.28
955,2,5/15/2015,0.02
957,6,1/1/2019,0.19
958,93,6/7/2019,1.06
961,4,3/4/2019,0.41
963,59,11/9/2018,0.69
971,16,1/1/2017,0.18
964,8,9/30/2015,0.11
5515,2,8/16/2015,0.04
967,133,5/5/2019,1.51
969,61,1/2/2018,0.7
974,25,6/22/2013,0.28
976,6,9/5/2017,0.07
979,67,5/16/2019,0.77
985,74,5/28/2019,0.84
998,67,5/28/2019,0.76
2348,4,9/22/2015,0.06
994,112,5/26/2019,1.28
2511,73,12/8/2018,1.0
2704,95,2/11/2019,1.32
2894,52,5/27/2019,0.74
2896,48,6/17/2019,0.68
2903,34,4/6/2019,0.49
13032,3,1/2/2019,0.14
26969,2,6/30/2019,1.2
1005,137,6/13/2019,1.57
15894,15,6/14/2019,0.55
1012,28,6/25/2019,0.33
1016,27,8/11/2017,0.31
1018,134,4/2/2019,1.54
1023,62,5/11/2019,0.71
2221,51,6/30/2019,0.68
1024,13,1/31/2017,0.15
1032,2,10/3/2017,0.09
1036,64,6/9/2019,0.76
1037,17,4/27/2019,0.31
21542,8,5/14/2019,0.28
1038,7,10/11/2016,0.08
1156,103,6/15/2019,1.25
1046,23,3/27/2018,0.27
1048,1,8/21/2014,0.02
1052,155,6/7/2019,1.78
2536,115,5/21/2019,1.63
1053,95,6/28/2019,1.09
1054,118,6/16/2019,1.35
1056,105,6/9/2019,1.21
1479,70,10/10/2018,0.85
1618,60,6/9/2019,0.95
1066,3,12/31/2014,0.03
1070,109,9/19/2018,1.25
17464,1,9/18/2018,0.1
1074,36,6/23/2019,1.76
1076,132,6/10/2019,1.51
35693,5,6/5/2019,0.52
1082,4,3/24/2018,0.06
25120,7,9/3/2018,0.33
36081,6,4/23/2019,0.69
1089,454,6/18/2019,5.27
1090,199,7/5/2019,2.3
1093,101,6/24/2019,1.19
3872,21,4/8/2019,0.34
4899,37,6/24/2019,0.64
5049,27,7/5/2019,0.46
1094,8,12/22/2015,0.13
1096,69,5/26/2019,0.81
1099,12,4/26/2019,0.16
1103,144,6/17/2019,1.68
1711,148,6/1/2019,1.9
1112,48,1/6/2019,0.56
1118,1,12/30/2012,0.01
1120,117,12/11/2017,1.41
1123,112,6/30/2019,1.3
1130,17,6/30/2014,0.2
1135,33,6/30/2019,0.39
1136,47,3/9/2019,0.66
1140,121,6/17/2019,1.6
1148,219,6/14/2019,2.63
1502,296,6/29/2019,3.92
1151,35,5/30/2017,0.41
1152,124,6/10/2019,1.46
1153,2,7/23/2018,0.17
1158,185,6/7/2019,2.15
1159,219,6/15/2019,2.54
1160,280,6/23/2019,3.51
1162,184,6/10/2019,2.14
1719,168,6/1/2019,2.3
2519,173,6/29/2019,2.38
9186,41,6/30/2019,0.87
34017,11,7/7/2019,2.29
1164,11,10/22/2018,0.24
1174,1,6/22/2012,0.01
1175,37,6/23/2019,0.49
1176,451,6/30/2019,5.26
2099,395,6/21/2019,5.16
1179,190,6/6/2019,2.21
8992,20,4/22/2019,0.47
1199,10,12/3/2014,0.14
1201,10,5/15/2019,0.13
1206,8,12/25/2012,0.09
1207,5,12/31/2012,0.06
1208,160,6/21/2019,1.92
1210,183,6/14/2019,2.19
1217,16,7/4/2018,0.62
1221,3,9/14/2018,0.04
4346,40,5/16/2019,1.48
1226,88,6/28/2019,1.03
1228,304,6/19/2019,3.7
1232,103,6/30/2019,1.25
23448,36,7/1/2019,1.45
42692,11,6/30/2019,4.23
1239,43,6/29/2019,0.52
1241,19,6/20/2019,0.27
1764,190,6/30/2019,3.7
21460,1,4/26/2018,0.07
1247,18,1/20/2019,0.21
1253,87,7/4/2019,1.02
1255,2,8/7/2015,0.02
1257,474,5/25/2019,5.53
2192,281,6/11/2019,3.7
1265,6,9/30/2018,0.32
1273,23,10/8/2018,0.27
1275,80,5/26/2019,1.01
1283,42,5/31/2019,0.5
1285,158,5/5/2019,1.91
1489,211,6/21/2019,2.54
3283,272,6/16/2019,4.02
1286,1,12/28/2016,0.03
1287,115,6/7/2019,1.4
1294,123,6/2/2019,1.47
1808,73,6/23/2019,0.92
5821,74,6/9/2019,1.34
1295,132,6/16/2019,1.56
1296,41,2/23/2019,0.65
5836,44,5/19/2019,0.78
8090,26,6/6/2019,0.52
8091,23,3/29/2019,0.48
31820,1,3/19/2019,0.27
33829,3,3/1/2019,0.45
34410,1,12/1/2018,0.14
1299,143,6/30/2019,4.14
1300,4,10/3/2016,0.05
1305,10,5/21/2019,0.48
1306,30,4/8/2019,0.36
1308,201,7/1/2019,2.42
1309,51,6/30/2019,0.61
1311,28,8/5/2018,0.59
1313,1,11/13/2018,0.13
1314,23,7/1/2016,0.27
1317,67,6/25/2019,0.8
1322,1,3/31/2015,0.02
1328,46,5/5/2019,0.6
1329,132,6/5/2019,1.75
1330,62,4/27/2014,0.73
1333,19,7/15/2016,0.23
1337,160,6/12/2019,1.89
1338,142,6/3/2019,1.68
1342,5,10/21/2018,0.08
1343,36,1/25/2017,0.44
1345,28,3/31/2019,0.38
1356,31,8/10/2018,0.5
1361,107,6/5/2018,1.29
1369,93,6/18/2019,1.17
1372,88,5/22/2019,1.05
2582,91,6/24/2019,1.25
21060,5,11/20/2018,0.19
23517,7,6/24/2019,0.29
1377,17,5/30/2019,0.26
7705,16,6/6/2019,0.45
1378,5,8/31/2014,0.06
1737,12,9/1/2016,0.22
1380,28,9/13/2018,0.34
16411,50,6/24/2019,1.39
1394,14,10/28/2018,0.19
1395,160,6/27/2019,1.9
1397,165,6/22/2019,1.99
1696,153,1/18/2019,1.89
1398,13,4/22/2014,0.16
1402,206,6/15/2019,2.49
1404,2,6/23/2019,0.11
1405,1,6/4/2018,0.08
1408,19,9/23/2015,0.23
1412,254,6/23/2019,3.05
1413,129,4/6/2019,1.56
1417,261,7/3/2019,3.16
1418,3,9/23/2012,0.04
1419,23,10/7/2018,0.33
16362,25,9/3/2018,0.66
1421,9,6/30/2019,0.11
1422,248,6/24/2019,2.99
1423,107,6/22/2019,1.29
2183,70,5/23/2019,0.93
1424,41,9/25/2015,0.52
1426,39,12/8/2016,0.47
1427,31,6/1/2017,0.37
1428,6,5/13/2019,0.07
20033,7,5/27/2019,0.23
1432,161,7/1/2019,1.92
1436,323,6/20/2019,3.89
1449,48,2/28/2019,0.59
1452,347,7/4/2019,4.24
8329,78,4/16/2018,1.66
1456,37,6/2/2019,0.45
1457,30,6/22/2019,0.4
1458,3,5/15/2015,0.04
1461,93,5/21/2019,1.12
1465,6,7/11/2013,0.07
1470,1,7/16/2015,0.02
1471,69,5/25/2019,0.89
1474,70,4/29/2019,0.88
2140,92,6/19/2019,1.22
1473,161,6/15/2019,1.98
1492,218,6/23/2019,2.63
1480,11,8/31/2018,0.15
1481,2,7/4/2019,0.05
1482,39,1/18/2019,0.55
1485,35,6/21/2019,0.42
1486,32,9/14/2018,0.39
1487,1,1/3/2018,0.05
1490,48,6/11/2019,0.59
1496,66,6/17/2019,0.8
1499,13,5/29/2019,0.16
1500,60,5/16/2019,0.93
1503,96,5/18/2017,1.16
26194,14,6/4/2019,0.64
1511,295,6/16/2019,3.56
1513,138,7/2/2019,1.69
1517,8,9/7/2018,0.1
1521,176,6/21/2019,2.22
1522,31,8/26/2016,0.38
1525,13,4/15/2019,0.33
1526,11,12/8/2017,0.16
3592,8,1/31/2017,0.12
8560,64,6/20/2019,1.29
1528,13,12/31/2016,0.37
1529,190,1/4/2019,2.3
2681,11,1/27/2019,0.33
9913,205,6/28/2019,4.39
1533,14,10/6/2017,0.17
7927,2,12/16/2016,0.06
1534,32,10/20/2018,0.42
12210,6,6/2/2017,0.14
1540,59,3/30/2019,0.72
1552,36,8/29/2017,0.44
1545,326,7/1/2019,3.96
1546,55,6/1/2019,0.67
37178,5,1/23/2019,0.61
1553,75,6/19/2019,0.92
1555,146,6/23/2019,1.78
1558,1,8/8/2013,0.01
1572,1,1/7/2019,0.16
1560,30,9/2/2018,0.76
17529,14,5/4/2019,0.39
1561,169,6/12/2019,2.07
1688,187,6/23/2019,2.34
11359,50,6/27/2018,1.1
1565,19,10/26/2018,0.3
1567,5,5/19/2014,0.06
1580,129,4/25/2019,1.67
6055,6,7/29/2017,0.12
1584,89,12/12/2017,1.09
4512,22,9/4/2017,0.36
1586,164,1/1/2017,2.07
1587,67,1/1/2019,0.87
1588,135,6/22/2019,1.67
1590,139,6/4/2019,1.7
1592,51,5/30/2019,0.64
1594,164,6/23/2019,2.07
7326,186,6/22/2019,3.75
1596,327,6/29/2019,4.01
1600,35,1/3/2019,0.44
4077,7,6/20/2019,0.18
19965,7,4/28/2019,0.27
1601,57,5/20/2019,0.7
1743,58,6/7/2019,0.73
2763,23,5/5/2019,0.38
1602,80,5/26/2017,0.98
1606,39,6/25/2019,0.48
1607,27,6/12/2019,0.35
1614,2,9/5/2018,0.06
1624,270,7/2/2019,3.34
1625,18,6/5/2019,0.24
1626,132,7/2/2019,1.62
1629,167,7/3/2019,4.16
1631,2,8/1/2017,0.08
1633,353,6/25/2019,4.33
4091,288,7/2/2019,4.58
39296,30,7/1/2019,4.69
39299,37,7/1/2019,5.39
1637,113,8/27/2018,1.43
1643,64,6/29/2019,0.88
1645,75,7/1/2019,0.93
1647,13,12/13/2015,0.16
4318,1,6/28/2019,1.0
4821,8,6/12/2019,0.14
5183,9,5/14/2019,0.16
5227,9,7/26/2018,0.19
5778,5,1/26/2018,0.1
5779,13,9/9/2018,0.26
6130,2,9/29/2017,0.04
6279,12,5/23/2017,0.24
7850,1,9/4/2018,0.1
10471,12,6/12/2019,0.26
12463,3,11/7/2018,0.08
2673,1,10/28/2017,0.05
19271,2,10/27/2017,0.06
22413,2,5/12/2019,0.16
17301,1,6/30/2018,0.08
1650,10,10/27/2015,0.15
1655,32,5/30/2019,0.4
1659,72,6/30/2019,0.89
1660,58,6/20/2019,0.94
3843,39,5/23/2019,0.65
8421,32,6/16/2019,0.64
1662,169,7/1/2019,3.07
1664,66,6/7/2019,1.16
2680,34,1/1/2019,0.72
1663,2,11/3/2014,0.03
1668,19,6/30/2019,0.44
14012,5,1/1/2017,0.15
1669,91,4/30/2017,1.18
9254,3,9/7/2018,0.06
1674,3,11/10/2012,0.04
1675,77,6/2/2019,0.95
2176,65,6/5/2019,0.86
16594,38,4/16/2019,1.51
36753,3,1/28/2019,0.34
36754,13,6/15/2019,1.51
1679,1,7/1/2017,0.04
1680,1,5/1/2016,0.03
1691,138,7/7/2019,2.06
1693,13,10/19/2015,0.17
1694,12,6/23/2019,0.16
1700,28,6/1/2019,0.36
1930,8,4/21/2019,0.11
1706,86,12/12/2017,1.13
1710,48,6/21/2019,0.61
1714,148,6/21/2019,1.83
1725,46,11/18/2017,0.57
1727,25,1/4/2018,0.48
14887,4,9/15/2016,0.1
1735,52,8/14/2017,0.66
1740,93,8/3/2018,1.16
1742,62,6/22/2019,0.8
1748,5,9/28/2016,0.14
1750,32,8/19/2017,0.4
8035,2,10/15/2017,0.08
1769,61,6/30/2019,0.77
1771,33,6/18/2019,0.77
1774,36,6/14/2019,0.45
1776,89,6/28/2019,1.12
1777,125,6/23/2019,1.57
3290,49,4/25/2019,0.77
1778,5,1/2/2019,0.21
15321,19,6/30/2019,0.49
1781,1,11/1/2013,0.01
1782,12,6/8/2019,0.31
1785,150,6/23/2019,1.88
1786,15,6/1/2017,0.3
1792,1,1/2/2015,0.02
1794,61,6/23/2019,0.95
1800,64,5/4/2019,0.93
1802,2,5/12/2019,0.03
1812,17,6/22/2019,0.21
1886,8,1/4/2019,0.17
1907,17,10/7/2018,0.22
1909,39,6/7/2019,0.52
1814,67,6/28/2019,0.88
1815,48,6/23/2019,0.61
1817,33,5/28/2019,0.46
1819,36,5/19/2019,0.54
1816,107,6/24/2019,1.5
1820,38,1/2/2019,0.51
1822,89,1/1/2019,1.12
1980,102,6/17/2019,1.41
17587,26,5/30/2019,0.75
1824,4,12/28/2017,0.18
1827,24,7/3/2019,0.3
1828,251,7/3/2019,3.15
1829,41,6/20/2019,0.52
1830,29,5/18/2019,0.4
1831,322,7/4/2019,4.46
1832,18,10/3/2016,0.35
1833,8,1/7/2015,0.1
1838,20,11/6/2016,0.26
1839,18,4/25/2019,0.23
1840,37,11/10/2015,0.52
1841,36,6/23/2019,3.04
32818,43,7/6/2019,3.57
1842,126,6/27/2019,3.59
22012,9,4/22/2019,0.34
1843,84,10/8/2016,1.06
1845,37,6/10/2019,0.48
2058,32,5/19/2019,0.43
2086,21,10/14/2018,0.3
1849,1,12/12/2012,0.01
1850,137,6/20/2019,1.98
1855,4,1/1/2019,0.05
1856,11,8/31/2018,0.23
1954,10,7/20/2018,0.25
1857,540,7/6/2019,6.95
