property_id,location_id
2258,2239
36952,2241
20710,18212
18506,2242
22528,2245
3762,2247
4968,2288
37393,4213
18342,4350
2625,4396
5680,43490
38959,2248
25211,2249
48501,3816
29955,3878
22631,17024
548,2253
31292,2255
32521,2269
20973,3148
31374,21068
24612,40945
13211,2272
38391,2274
160,33641
19212,41273
46859,2276
16532,2279
7797,13704
21434,2280
44299,2281
2085,2283
11647,2284
32642,18213
4032,2287
45532,2304
30765,2290
45442,3784
12085,7456
24046,2291
4016,2294
2350,2296
24414,39166
10374,2297
46010,2303
34999,2306
13497,2313
9719,2315
23274,2316
21386,2319
19724,2323
19390,2325
30506,2326
2059,2331
43742,2332
11337,2334
26945,2339
43102,2340
32265,2344
6082,2345
9129,2348
5264,2349
22411,2350
29195,8752
2802,2353
17673,2354
27146,2355
11175,2357
14250,2360
23642,2364
46563,2365
36769,2369
46598,2372
30345,2374
26971,2376
1031,2379
40858,2381
9605,2753
14245,6689
19140,2382
31759,3463
25589,2383
32151,2389
6154,2392
3590,2393
31397,2394
24433,2395
14399,2398
48049,2482
43287,2399
9902,2402
45640,5088
44649,2404
45502,2406
40836,2407
24778,3051
7258,2411
34394,5186
21653,2416
17725,2419
44147,2522
25056,6291
37319,11157
28553,2422
45001,2426
2374,6691
11409,2431
36524,2432
9961,47036
18064,2434
3465,2435
22745,2437
25856,18094
37354,2440
14423,39678
26961,2444
1198,2445
24810,2447
43329,2453
10427,2454
44480,2460
5879,2466
6508,2485
5960,2516
22632,2545
31880,2721
9859,2763
33253,3020
7180,3287
196,4217
18790,7272
7803,17936
3174,46837
40540,2457
13714,2459
16795,2464
21886,2465
12455,2467
18948,2470
35386,2473
28604,2476
8234,30772
44296,2489
26782,2490
23163,2492
18202,2494
17660,2500
28800,2498
10188,2505
45868,2506
18065,2507
3793,2685
37340,2509
8871,2511
45076,2612
37342,2512
12812,4427
3353,2524
36121,2525
46862,2526
40012,3058
22774,2530
8145,2531
15053,3504
41351,17399
38214,20735
47922,2534
15275,2540
18700,2548
29028,2553
42951,2554
46329,24060
11728,2556
21909,2557
6705,2559
22883,2562
38115,2563
27188,2564
29996,2565
20598,2574
33791,2575
14364,10841
28461,10842
25454,2577
11137,16848
12367,2579
9672,2581
42149,2583
45105,2587
33336,2591
36768,2592
40271,2593
25362,6389
32698,2595
11753,2596
4472,21845
18465,2597
46102,2599
7231,2601
7391,2602
32112,5049
35582,2613
32209,2621
35408,2622
28928,3027
28651,3028
23432,2618
31650,2619
45757,2623
22696,2624
27852,4908
10524,2631
21205,2635
5915,2636
9206,2638
14390,2639
5452,2640
34529,2641
41679,2644
45409,2646
43854,2647
47196,2649
19828,4327
6612,2650
34140,19121
18302,19122
9830,2656
22119,2659
37818,2661
2068,2663
48500,11362
41846,2665
47493,2669
37356,2675
28233,2677
46082,5460
45973,5518
25789,8272
32647,20838
35806,20855
28313,24470
8602,26563
16398,29132
24393,40419
40238,2680
24030,2683
33028,2684
48280,2695
48248,2697
18614,2808
39847,2689
4718,8787
17182,11627
5173,22195
44694,2696
7233,2698
47383,2699
35030,2701
2826,34888
16713,2707
43337,2708
6733,2709
24831,2710
17364,2713
37811,6931
30272,2718
41247,4125
43758,2720
4911,15778
10340,18145
31530,2726
17539,2727
11418,3679
44803,2730
31800,2732
25723,3154
45672,2741
16783,26891
15493,41262
8499,2742
6583,3409
10584,2744
46989,2792
1944,2745
6194,2746
1287,2760
25139,2762
23697,3014
37632,2775
26771,2780
35234,2781
24620,2783
2901,2784
36091,2785
21033,2786
12984,2791
45767,2793
13743,2794
7921,2795
30668,3451
14325,3834
41004,19719
12375,2799
29745,3308
31954,2803
9289,2805
39338,2810
3205,2812
42739,10718
43544,2817
8450,2953
39653,2819
9941,2821
28980,18241
3185,2824
24152,2826
148,2828
4562,21455
37653,21458
23155,2829
27407,2832
42315,2842
10500,2848
4593,2850
19560,4985
13274,7324
34856,2853
20080,23978
18573,25078
32604,2867
11489,2877
8988,2878
30318,2881
25979,2882
5165,3168
47978,2883
46658,2885
41970,41856
32050,2886
1385,2887
16483,2929
17856,2930
147,9289
5576,9384
43466,9385
25811,10048
14384,2889
37136,36246
31212,2893
4895,2896
45366,2898
31803,2899
14639,2900
47725,2902
25860,2904
35900,2906
26016,2907
23600,6447
10314,11687
32806,2909
48389,13885
25059,2912
28823,2913
16577,2914
9148,2915
24779,2916
37782,2917
5526,2918
32913,2920
14920,4070
30721,2926
45803,6264
38169,2927
30495,2932
36600,2933
12336,20706
21534,2934
19621,2937
33001,4769
18094,2939
21088,2940
20108,2942
33476,2946
17615,2949
23858,2955
10080,6158
36971,6159
39719,2961
45724,2962
45849,2964
2202,3029
18009,3205
21967,2972
3824,5604
41445,2975
44242,2977
8721,3837
11468,2978
41168,3556
32603,2980
18725,2981
21160,6859
26938,2983
44733,8742
8147,2986
46752,2987
17625,6858
15206,43238
1044,43314
23605,47972
9465,2988
31078,2990
8853,2992
27945,2994
8556,2996
47598,3366
7319,16870
23485,2999
11445,3001
7549,3005
45946,3008
19543,44132
28336,3019
7061,3030
18737,3031
31592,3032
16516,3034
40865,3176
1564,38997
28786,3038
29602,3171
31784,3039
27876,3042
47234,3121
3325,3126
12130,3273
6772,8298
39683,3044
14183,4165
22554,17268
24403,3050
25220,3052
36820,3056
9149,3060
37584,3064
15355,18321
25510,3065
18580,3071
30882,3072
31670,4254
47405,3074
29212,3076
18410,3086
14473,3087
3307,3088
28069,3092
41597,3097
36214,18175
40510,3164
39703,3105
38431,3111
3771,3115
46772,3119
23159,3122
28545,3123
27552,3129
46388,3130
6578,3144
25752,3153
34393,3134
24850,3136
39854,7095
14517,3143
42101,3145
8837,3149
1276,3150
45123,30331
33098,3155
45728,4056
4460,23150
19238,40912
19800,3156
45901,3160
33386,3217
26041,11068
32031,3166
6575,3167
16743,3169
29472,3173
26434,3180
16670,3185
975,3188
7854,3717
23857,3189
23630,3193
6480,3195
37322,3196
33154,3197
31308,3198
36710,7930
33149,3214
45032,3403
18332,4555
44288,4928
22075,8946
43251,10683
17167,20204
34619,20267
21832,3218
46709,28000
28378,28811
43479,3223
15064,3268
23499,3232
13772,3245
43134,3248
26327,10503
44845,10670
22057,3254
15932,3256
20601,6101
43528,6102
12808,11962
21053,17539
44910,22249
33642,3258
1920,3260
37553,3262
15629,3264
30505,3265
1741,3271
48045,3280
11335,3285
19446,3286
26077,3294
33731,3301
27028,18126
19738,40549
22225,6031
40949,7126
37402,22036
3278,3306
28187,3795
29867,3309
26700,3311
41092,3314
19470,3315
16279,3321
41043,4369
31169,3324
4148,3494
21478,22019
32378,3331
20692,3332
14036,4466
45066,5400
43771,3342
27491,3346
12453,3350
22547,3355
11056,3516
36408,4041
35028,5522
42275,3351
47265,12957
41091,3359
42544,3362
16203,3368
16004,3369
25069,4050
35216,32203
21231,3371
7286,3373
23781,3374
44074,3377
46542,13935
44525,3383
26012,3386
12176,3390
3570,33256
25303,3391
29738,3392
14182,3395
45357,3396
34293,6534
10225,3399
17923,5138
45090,6595
29720,8096
25679,10926
1911,11391
17185,11393
23186,16266
21705,19450
40257,21916
36996,23233
38993,23408
29814,24133
3452,24706
33114,24758
36006,29711
28465,29712
2981,31396
22980,32249
31502,32896
9815,38017
1842,3400
6782,3402
4582,3405
4247,3484
1521,3406
15452,3407
48050,3408
20764,3413
39343,3415
16861,3418
17527,3422
5429,3429
24322,3435
29207,20514
2927,3436
44702,3440
14601,3442
16924,3445
42590,3457
23000,3458
48423,13033
23087,13084
34778,3460
23787,3468
30615,3472
48075,3476
30067,3485
10357,3491
39043,3487
43526,3495
22568,3497
7263,3498
15336,3499
12996,3500
10065,3501
15062,28284
3472,3502
21112,3508
23586,15492
1088,3514
10413,3517
36348,3523
46034,3525
31282,3528
29707,7683
16814,7754
5390,3530
20089,3535
18415,3541
23518,3542
29886,3543
46663,3544
36045,3546
44108,3547
9634,3549
1524,3550
14656,4893
36209,3554
20693,5077
18340,3560
43938,3563
9178,3565
3145,3570
9822,3572
44571,3576
19112,3577
5016,3578
25749,3579
41750,3580
36578,3581
17858,3583
25230,7978
16996,8456
17719,3598
9779,21286
4959,26836
19403,3602
17997,3604
3737,3607
31156,32918
25851,3609
16240,3611
21987,3612
24701,3621
20887,3622
7772,3624
8380,42816
19134,3628
12503,3633
5180,25973
21314,3700
42196,7146
46445,3637
6015,3640
37387,20131
25424,3643
13992,3648
24818,3653
17915,3654
23245,3655
1691,3658
44690,3659
16198,3661
41157,13506
23193,3675
9872,3685
140,3686
36489,3687
1855,3692
43949,3694
11872,3703
17322,3708
24849,3709
18787,3710
9589,3718
18983,3721
27069,3725
18253,3732
30877,3733
612,3737
17372,34922
16192,3742
46875,3744
20042,3745
32218,3748
11686,3749
48072,3750
18307,3754
9137,3758
30953,3761
237,42743
7600,42749
995,43391
14908,43408
25446,3768
28865,5572
37973,3775
19104,3777
24339,3785
31442,3786
13197,3787
23640,3788
39822,3789
27904,3791
32258,3796
14502,3797
41258,3801
18254,3802
4706,3803
1647,3804
21319,3805
617,3807
2517,4353
41792,3810
23612,3815
12240,6407
35410,3820
34894,3822
4199,9674
27821,3823
37076,3828
24893,3829
23710,3836
26346,3838
15681,3839
12264,13308
18703,3845
1661,3846
14436,3848
13894,3850
22341,3851
24618,3852
376,5340
7335,3854
20837,3857
39607,3915
46057,3860
35711,3862
30384,3863
21295,3864
34414,3870
47370,26782
21716,3874
46434,3876
2827,3877
44267,3882
38765,3886
32557,5169
7885,3896
4119,3898
45033,3900
30443,3901
40247,3902
13055,3904
46883,3910
18096,6989
22519,3912
39603,3913
41902,3916
10787,3918
41393,3919
6266,3921
45169,3924
25324,3925
6901,3926
3662,3927
40028,3928
16893,3930
22848,3934
5548,3940
39731,3941
28320,3942
20334,27913
19536,32447
29915,32544
47,3944
45110,15424
39467,3945
42880,3948
43140,3951
8811,3952
29115,3955
19728,11795
7440,3956
26333,3958
46448,3961
7985,3963
10722,3964
17848,3965
16178,3969
537,3971
42014,3973
23236,3974
36246,3975
8497,25885
11738,3976
44356,3978
6281,3980
20968,3986
35839,3987
11982,3988
17950,3989
11743,3990
10797,3991
3055,3992
31380,3994
1369,3995
8405,3998
35384,3999
5335,7197
42479,4004
37181,4007
4398,17855
16619,4008
24942,4009
9881,4010
39516,4011
10605,4013
15973,4014
16747,13596
45618,4024
1831,4030
33086,17351
20520,4034
17263,4035
564,4038
28321,4039
35823,4040
46404,4042
41844,4048
26815,17562
16172,4052
8378,4057
8175,4059
24363,4288
695,4062
25504,11181
37149,4067
42300,5321
22635,4068
16580,4071
8288,4077
6661,4078
28126,4079
45850,17007
35034,4083
2841,4084
42813,44870
10851,4085
303,4087
42561,4089
23388,4091
27215,4095
23288,4097
22717,4098
427,4099
10459,4101
45203,4106
39970,28529
2924,4109
8770,4111
5722,4112
35432,13356
37370,46916
37675,47012
37501,4116
33210,4126
46873,27042
12919,8424
7227,12257
31130,4128
20566,4132
32246,20362
17787,4135
21787,4136
2943,4137
11518,4144
44080,10409
42453,4149
41195,4150
37084,4151
33609,5708
14634,14586
20979,37290
43330,47000
33849,4154
8193,8022
2376,19053
7604,40986
37307,4157
10642,4159
38925,7373
28393,4160
34600,17797
46178,33757
19289,34814
32261,4161
39465,4196
30012,4266
13144,26619
5660,4162
32095,4164
27937,4169
13479,4172
28434,4173
44772,4175
25717,4179
33234,4185
23996,4188
22455,6775
14826,4189
15454,4496
22607,4198
28404,4199
23774,4200
11860,4201
34022,4204
20001,15680
43487,17754
31760,4209
12452,4218
34712,4220
44082,4225
28700,4228
5764,4229
20303,4230
25065,5475
35399,7205
30828,22533
34893,4232
18430,4236
5287,4237
26661,4239
4790,4243
43095,12919
21854,12934
4947,4246
41891,4249
39103,4252
21622,4255
27637,4404
3462,22134
19240,4259
28445,4262
29455,12794
19522,4267
3909,4270
14222,4271
28933,5241
42868,5243
35737,7088
11803,4272
39897,4278
18265,4279
46472,4283
46561,4286
12737,4291
13615,4292
27594,4293
11097,4295
32673,4301
22095,4303
45979,4306
28898,4308
5946,4313
30841,4310
27076,4314
13432,4323
12106,4324
17886,4326
15363,8691
4387,4328
34028,4329
26924,4335
10454,4338
32461,19069
41386,4344
23385,4345
45773,4351
29395,4356
25707,4357
26276,4358
30330,4363
8022,4599
36781,34994
16108,4371
16033,4375
6745,4379
8206,21371
3451,30445
47299,4381
19073,4383
29550,4384
11750,4387
29458,4389
31229,4394
18936,4397
41940,4399
142,4401
11788,4402
5726,4411
6340,10768
31635,19773
4967,4413
41303,28176
1935,4445
44587,4423
14176,4424
7274,20045
42989,4428
42838,4626
41519,4436
10059,4437
5417,4443
1650,4446
15518,44777
30509,4447
43420,4450
27837,4453
2110,4457
11768,4461
11466,5607
16366,4463
20149,4464
46409,4465
41220,34392
33618,4468
41912,4470
28969,4471
17107,4479
1371,4491
22067,6001
36615,4493
23693,4494
35147,4503
48232,6086
17316,6585
2941,7594
47160,4507
3286,9649
28817,4508
27643,12824
6596,4513
42060,4516
385,4522
45775,4524
46838,4526
8908,31062
36570,4527
27602,4528
40951,4532
44218,4533
48144,4534
43464,4535
40179,4536
48531,4538
34525,4539
7932,4540
41432,4542
39118,4546
1422,4560
8614,4561
27684,4562
42767,4564
9158,9244
18932,4565
31901,4566
24713,4569
12537,4572
34398,5659
410,4577
9803,4579
18855,4580
32958,4582
19495,4587
15756,4591
5340,4592
7936,4593
23570,7486
22246,4609
24901,26976
32529,4610
45480,4611
21790,4613
30229,4619
38221,4620
8049,38974
46982,46649
12906,4625
38111,18858
10238,4630
31526,24013
33694,4638
854,4640
21774,4643
32224,4979
28876,43848
34889,4646
29608,4649
25490,4650
14128,27418
4160,4651
17680,4657
28981,4661
47511,10653
32719,4669
29877,13264
26884,17694
42991,23911
14132,4673
10577,4675
24475,4677
45434,4678
13305,4681
22571,4686
45805,4689
15169,4692
1734,4697
4225,9604
31551,4698
32113,4704
13474,4705
14664,4708
23952,4712
41507,34440
7666,4715
10277,9566
46741,9567
34112,23802
25977,4721
10882,4724
38491,4725
37907,4726
21419,4723
9094,19010
33786,4727
35786,4729
43961,4760
35153,5951
825,6025
32474,4731
17560,4734
15553,4737
28746,4738
21392,4739
16801,20413
5149,4743
17412,20707
8547,22999
6454,4750
10766,4754
36583,36693
4707,4762
40192,5174
2018,4768
31224,30652
32514,4773
41892,4775
27574,14762
18611,4779
47534,4788
5256,4790
11253,7121
45308,4795
33560,4807
35569,6798
44872,22313
21404,4824
23549,13744
30460,13745
7783,13746
6377,15096
33692,17604
30958,17605
2543,20477
5597,20478
47969,20582
39109,20675
38555,37487
23299,4826
34458,4829
14209,4830
11880,4831
3171,4832
44203,4837
8927,4838
11202,4840
42589,4845
43799,4848
25961,28821
21216,4852
23814,4855
38741,5153
25913,4862
35083,4863
39675,4865
31138,4866
40109,4867
47632,4868
27545,21140
7400,4869
29022,22737
9539,4873
15827,4876
10110,44164
30196,4879
22042,4880
30811,4882
17817,4883
40331,4884
21702,34205
14543,4887
17574,4888
30376,4897
18762,4898
35738,4900
36780,4905
20359,4910
16161,4911
16543,4912
46840,35584
41717,35586
36400,40326
4637,4919
4565,5774
11781,4925
13532,8143
34306,14670
6439,15253
7468,18119
34099,21134
