property_id,host_id
25723,17446
45672,13584
16783,13584
15493,13584
8499,23457
6583,36700
10584,14961
46989,14961
1944,10657
6194,36968
1287,29697
25139,26509
23697,26509
37632,12415
26771,11069
35234,16328
24620,9894
2901,11313
36091,19493
21033,22767
12984,21645
45767,16053
13743,16053
7921,34133
30668,34133
14325,34133
41004,21394
12375,16619
29745,16619
31954,35725
9289,33145
39338,24287
3205,7248
42739,25753
43544,20206
8450,20206
39653,19655
9941,22591
28980,22591
3185,24293
24152,14649
148,22357
4562,22357
37653,22357
23155,33697
27407,9514
42315,33688
10500,26068
4593,5028
19560,5028
13274,5028
34856,30790
20080,30790
18573,30790
32604,25317
11489,33968
8988,17489
30318,5284
25979,11518
5165,11518
47978,21700
46658,14434
41970,14434
32050,11785
1385,30687
16483,30687
17856,30687
147,30687
5576,30687
43466,30687
25811,30687
14384,19783
37136,19783
31212,4146
4895,18999
45366,32379
31803,13036
14639,337
47725,30281
25860,30233
35900,18378
26016,17648
23600,30629
10314,30629
32806,3289
48389,3289
25059,28851
28823,17319
16577,37028
9148,19913
24779,12391
37782,25185
5526,31053
32913,12774
14920,18167
30721,32373
45803,32373
38169,27540
30495,10265
36600,4295
12336,4295
21534,29058
19621,9183
33001,9183
18094,2272
21088,394
20108,13913
33476,17868
17615,36498
23858,33683
10080,33683
36971,33683
39719,16514
45724,32398
45849,1733
2202,1733
18009,1733
21967,23295
3824,23295
41445,12148
44242,10710
8721,10710
11468,16011
41168,18157
32603,4273
18725,6356
21160,6356
26938,35406
44733,35406
8147,6729
46752,32067
17625,32067
15206,32067
1044,32067
23605,32067
9465,28282
31078,21704
8853,31973
27945,10313
8556,9863
47598,9863
7319,9863
23485,20657
11445,2915
7549,23562
45946,27917
19543,14232
28336,2519
7061,9372
18737,32897
31592,21831
16516,36881
40865,36881
1564,36881
28786,33267
29602,33267
31784,8144
27876,8902
47234,8902
3325,8902
12130,8902
6772,8902
39683,790
14183,2142
22554,2142
24403,24695
25220,2019
36820,28124
9149,25393
37584,9513
15355,9513
25510,21602
18580,614
30882,34080
31670,34080
47405,29537
29212,19878
18410,18137
14473,20877
3307,25388
28069,10475
41597,5981
36214,5981
40510,7207
39703,29993
38431,7082
3771,29134
46772,27200
23159,32404
28545,7886
27552,9781
46388,32216
6578,32216
25752,32216
34393,21778
24850,29383
39854,32704
14517,4378
42101,7541
8837,678
1276,20202
45123,20202
33098,18440
45728,18440
4460,18440
19238,18440
19800,24688
45901,2441
33386,2441
26041,2441
32031,35752
6575,19367
16743,37073
29472,26750
26434,32752
16670,35859
975,24629
7854,24629
23857,5189
23630,29982
6480,7296
37322,13719
33154,7022
31308,17165
36710,28448
33149,13141
45032,13141
18332,13141
44288,13141
22075,13141
43251,13141
17167,13141
34619,13141
21832,6011
46709,13185
28378,13185
43479,15975
15064,35672
23499,13704
13772,32259
43134,147
26327,147
44845,147
22057,3900
15932,27495
20601,27495
43528,27495
12808,27495
21053,27495
44910,27495
33642,21710
1920,23668
37553,23971
15629,16545
30505,25033
1741,23392
48045,8108
11335,35048
19446,8954
26077,16017
33731,8742
27028,8742
19738,8742
22225,33635
40949,29480
37402,29480
3278,20005
28187,20005
29867,17029
26700,1007
41092,5253
19470,11835
16279,1692
41043,1692
31169,23343
4148,23343
21478,12868
32378,20569
20692,13358
14036,13358
45066,13358
43771,8804
27491,31446
12453,2185
22547,2185
11056,2185
36408,2185
35028,2185
42275,30866
47265,28371
41091,7051
42544,4768
16203,26765
16004,28356
25069,28356
35216,28356
21231,36414
7286,6396
23781,27934
44074,8784
46542,22621
44525,27825
26012,36134
12176,19116
3570,19116
25303,13440
29738,22374
14182,37003
45357,28854
34293,28854
10225,17521
17923,17521
45090,17521
29720,17521
25679,17521
1911,17521
17185,17521
23186,17521
21705,17521
40257,17521
36996,17521
38993,17521
29814,17521
3452,17521
33114,17521
36006,17521
28465,17521
2981,17521
22980,17521
31502,17521
9815,17521
1842,20628
6782,27591
4582,6056
4247,6056
1521,6201
15452,11231
48050,16652
20764,17774
39343,13560
16861,4101
17527,36775
5429,1346
24322,6547
29207,6547
2927,34277
44702,32180
14601,18657
16924,26175
42590,30800
23000,26848
48423,26848
23087,26848
34778,30781
23787,34292
30615,7199
48075,8024
30067,16465
10357,16465
39043,1162
43526,10077
22568,34432
7263,28024
15336,14704
12996,23624
10065,31794
15062,31794
3472,3933
21112,17691
23586,21239
1088,5496
10413,14640
36348,20499
46034,26404
31282,6706
29707,6706
16814,6706
5390,18705
20089,5365
18415,19669
23518,12553
29886,26792
46663,17657
36045,28311
44108,36052
9634,935
1524,2523
14656,2523
36209,37218
20693,37218
18340,27837
43938,4415
9178,34934
3145,6436
9822,27942
44571,16294
19112,5053
5016,16994
25749,484
41750,27785
36578,32020
17858,491
25230,491
16996,491
17719,1785
9779,1785
4959,1785
19403,6741
17997,24214
3737,21398
31156,21398
25851,14720
16240,23694
21987,10583
24701,15079
20887,30571
7772,30330
8380,30330
19134,15230
12503,8819
5180,8819
21314,29552
42196,29552
46445,30425
6015,12915
37387,12915
25424,6619
13992,35052
24818,19900
17915,1480
23245,23491
1691,4773
44690,4179
16198,882
41157,882
23193,24053
9872,34220
140,19001
36489,9989
1855,17605
43949,33103
11872,21993
17322,27308
24849,3704
18787,22402
9589,4569
18983,34864
27069,6045
18253,18575
30877,25887
612,9257
17372,9257
16192,2499
46875,33887
20042,16766
32218,30136
11686,23722
48072,11073
18307,35652
9137,16391
30953,25394
237,33556
7600,33556
995,33556
14908,33556
25446,26252
28865,26252
37973,13154
19104,35268
24339,17385
31442,17213
13197,15255
23640,11916
39822,26206
27904,23784
32258,9570
14502,14038
41258,22904
18254,30468
4706,19967
1647,8304
21319,14998
617,17186
2517,36383
41792,13225
23612,27024
12240,27980
35410,26507
34894,35742
4199,35742
27821,20573
37076,22847
24893,36932
23710,14989
26346,9607
15681,36137
12264,36137
18703,31167
1661,5242
14436,5783
13894,28061
22341,18015
24618,35154
376,35116
7335,19752
20837,1780
39607,1780
46057,15356
35711,32482
30384,6983
21295,31321
34414,21399
47370,21399
21716,13805
46434,23135
2827,18636
44267,24876
38765,9457
32557,9457
7885,36807
4119,19559
45033,27542
30443,11873
40247,24562
13055,25137
46883,13783
18096,13783
22519,14363
39603,32403
41902,31199
10787,9091
41393,34439
6266,14403
45169,36153
25324,1886
6901,34233
3662,34233
40028,449
16893,36527
22848,8675
5548,10939
39731,4124
28320,29255
20334,29255
19536,29255
29915,29255
47,10069
45110,10069
39467,21229
42880,25547
43140,26723
8811,21412
29115,5096
19728,5096
7440,7054
26333,30158
46448,2997
7985,2997
10722,2997
17848,2997
16178,1910
537,3812
42014,34270
23236,26250
36246,603
8497,603
11738,37090
44356,32445
6281,32413
20968,17357
35839,19218
11982,13032
17950,14303
11743,20856
10797,3470
3055,26053
31380,6284
1369,36915
8405,23115
35384,1226
5335,13288
42479,4857
37181,21576
4398,21576
16619,3637
24942,30755
9881,2654
39516,31775
10605,15272
15973,12917
16747,3413
45618,19405
1831,10677
33086,10677
20520,10471
17263,20584
564,35452
28321,22569
35823,12122
46404,29514
41844,9375
26815,9375
16172,14808
8378,7237
8175,24770
24363,24770
695,29246
25504,29246
37149,9308
42300,9308
22635,33479
16580,1448
8288,26171
6661,33285
28126,26988
45850,26988
35034,7890
2841,19928
42813,19928
10851,2752
303,32396
42561,32702
23388,30059
27215,17725
23288,16373
22717,23405
427,33604
10459,18255
45203,15231
39970,16916
2924,20755
8770,34630
5722,34630
35432,34630
37370,8415
37675,8415
37501,35293
33210,20859
46873,20859
12919,35153
7227,35153
31130,30392
20566,20372
32246,20372
17787,26628
21787,1325
2943,17790
11518,28751
44080,6102
42453,27890
41195,31705
37084,11020
33609,11020
14634,11020
20979,11020
43330,11020
33849,33847
8193,33847
2376,33847
7604,33847
37307,20895
10642,33335
38925,33335
28393,7388
34600,7388
46178,7388
19289,7388
32261,29452
39465,29452
30012,29452
13144,29452
5660,23992
32095,19464
27937,4981
13479,2530
28434,10901
44772,26683
25717,16853
33234,28508
23996,919
22455,919
14826,17166
15454,28004
22607,18359
28404,2511
23774,31999
11860,11530
34022,29933
20001,29933
43487,5718
31760,35235
12452,32173
34712,25364
44082,31371
28700,13375
5764,10794
20303,31733
25065,31733
35399,31733
30828,31733
34893,4574
18430,26580
5287,13946
26661,20495
4790,15052
43095,15052
21854,15052
4947,15715
41891,24172
39103,34885
21622,23197
27637,23197
3462,34699
19240,34994
28445,4030
29455,4030
19522,12125
3909,5912
14222,2675
28933,2675
42868,2675
35737,2675
11803,8602
39897,17204
18265,32371
46472,6204
46561,24268
12737,4081
13615,19960
27594,4722
11097,5500
32673,29602
22095,19243
45979,28546
28898,27473
5946,27473
30841,4636
27076,34759
13432,5919
12106,15134
17886,20857
15363,20857
4387,21746
34028,8876
26924,3013
10454,22047
32461,17159
41386,37061
23385,18927
45773,29888
29395,15730
25707,29586
26276,26935
30330,33851
8022,33851
36781,33851
16108,15768
16033,11655
6745,8772
8206,8772
3451,8772
47299,26746
19073,24896
29550,8242
11750,13420
29458,822
31229,9837
18936,33177
41940,1978
142,16198
11788,4514
5726,12301
6340,12301
31635,12301
4967,1050
41303,35800
1935,6953
44587,1507
14176,8843
7274,8843
42989,35497
42838,15655
41519,12512
10059,16754
5417,268
1650,3417
15518,3417
30509,36051
43420,11624
27837,225
2110,12451
11768,26657
11466,26657
16366,34783
20149,22722
46409,11273
41220,11273
33618,33139
41912,16857
28969,4489
17107,10916
1371,21545
22067,21545
36615,35581
23693,2845
35147,3753
48232,33339
17316,33339
2941,33339
47160,8908
3286,8908
28817,36874
27643,7982
6596,28374
42060,13987
385,15663
45775,18537
46838,34005
8908,34005
36570,1989
27602,15771
40951,14333
44218,23829
48144,20742
43464,21403
40179,2726
48531,34488
34525,32668
7932,25675
41432,28594
39118,1144
1422,7937
8614,9470
27684,26443
42767,4802
9158,4802
18932,1204
31901,21252
24713,36720
12537,7811
34398,7811
410,20609
9803,15138
18855,18474
32958,35198
19495,30975
15756,6924
5340,7191
7936,10674
23570,10674
22246,2325
24901,2325
32529,9341
45480,36884
21790,22643
30229,36211
38221,2628
8049,2628
46982,2628
12906,29161
38111,35193
10238,4631
31526,4631
33694,22661
854,7666
21774,7547
32224,7547
28876,7547
34889,26881
29608,3446
25490,19891
14128,19891
4160,2518
17680,33293
28981,6122
47511,6122
32719,33016
29877,33016
26884,33016
42991,10533
14132,21590
10577,25506
24475,16670
45434,20691
13305,20464
22571,30374
45805,33607
15169,19670
1734,10945
4225,10945
31551,23939
32113,31652
13474,29363
14664,21496
23952,34739
41507,34739
7666,15758
10277,27831
46741,27831
34112,27831
25977,36290
10882,36290
38491,36290
37907,36290
21419,18488
9094,18488
33786,18260
35786,33981
43961,33981
35153,33981
825,33981
32474,35566
17560,35782
15553,6871
28746,16647
21392,33791
16801,33791
5149,31211
17412,31211
8547,31211
6454,32144
10766,31770
36583,9497
4707,30956
40192,30956
2018,23066
31224,23066
32514,4080
41892,9252
27574,9252
18611,1410
47534,23860
5256,14645
11253,14645
45308,34806
33560,30266
35569,30266
44872,32163
21404,17133
23549,17133
30460,17133
7783,17133
6377,17133
33692,17133
30958,17133
